n,prime,chi5,S_n,is_tie,gap_to_next_tie
544,8669,1,-7,False,
545,8681,1,-6,False,
546,8693,-1,-7,False,
547,8699,1,-6,False,
548,8741,1,-5,False,
549,8747,-1,-6,False,
550,8753,-1,-7,False,
551,8783,-1,-8,False,
552,8807,-1,-9,False,
553,8819,1,-8,False,
554,8831,1,-7,False,
555,8837,-1,-8,False,
556,8849,1,-7,False,
557,8861,1,-6,False,
558,8867,-1,-7,False,
559,8933,-1,-8,False,
560,8951,1,-7,False,
561,8963,-1,-8,False,
562,8969,1,-7,False,
563,8999,1,-6,False,
564,9011,1,-5,False,
565,9029,1,-4,False,
566,9041,1,-3,False,
567,9059,1,-2,False,
568,9137,-1,-3,False,
569,9161,1,-2,False,
570,9173,-1,-3,False,
571,9203,-1,-4,False,
572,9209,1,-3,False,
573,9221,1,-2,False,
574,9227,-1,-3,False,
575,9239,1,-2,False,
576,9257,-1,-3,False,
577,9281,1,-2,False,
578,9293,-1,-3,False,
579,9311,1,-2,False,
580,9323,-1,-3,False,
581,9341,1,-2,False,
582,9371,1,-1,False,
583,9377,-1,-2,False,
584,9413,-1,-3,False,
585,9419,1,-2,False,
586,9431,1,-1,False,
587,9437,-1,-2,False,
588,9461,1,-1,False,
589,9467,-1,-2,False,
590,9473,-1,-3,False,
591,9479,1,-2,False,
592,9491,1,-1,False,
593,9497,-1,-2,False,
594,9521,1,-1,False,
595,9533,-1,-2,False,
596,9539,1,-1,False,
597,9551,1,0,True,6
598,9587,-1,-1,False,
599,9623,-1,-2,False,
600,9629,1,-1,False,
601,9677,-1,-2,False,
602,9689,1,-1,False,
603,9719,1,0,True,2
604,9743,-1,-1,False,
605,9749,1,0,True,2
606,9767,-1,-1,False,
607,9791,1,0,True,4
608,9803,-1,-1,False,
609,9833,-1,-2,False,
610,9839,1,-1,False,
611,9851,1,0,True,18
612,9857,-1,-1,False,
613,9887,-1,-2,False,
614,9923,-1,-3,False,
615,9929,1,-2,False,
616,9941,1,-1,False,
617,10007,-1,-2,False,
618,10037,-1,-3,False,
619,10061,1,-2,False,
620,10067,-1,-3,False,
621,10079,1,-2,False,
622,10091,1,-1,False,
623,10103,-1,-2,False,
624,10133,-1,-3,False,
625,10139,1,-2,False,
626,10151,1,-1,False,
627,10163,-1,-2,False,
628,10169,1,-1,False,
629,10181,1,0,True,2
630,10193,-1,-1,False,
631,10211,1,0,True,6
632,10223,-1,-1,False,
633,10247,-1,-2,False,
634,10253,-1,-3,False,
635,10259,1,-2,False,
636,10271,1,-1,False,
637,10289,1,0,True,2
638,10301,1,1,False,
639,10313,-1,0,True,2
640,10331,1,1,False,
641,10337,-1,0,True,2
642,10343,-1,-1,False,
643,10391,1,0,True,10
644,10427,-1,-1,False,
645,10433,-1,-2,False,
646,10457,-1,-3,False,
647,10463,-1,-4,False,
648,10487,-1,-5,False,
649,10499,1,-4,False,
650,10529,1,-3,False,
651,10559,1,-2,False,
652,10589,1,-1,False,
653,10601,1,0,True,6
654,10607,-1,-1,False,
655,10613,-1,-2,False,
656,10631,1,-1,False,
657,10667,-1,-2,False,
658,10691,1,-1,False,
659,10709,1,0,True,2
660,10733,-1,-1,False,
661,10739,1,0,True,4
662,10781,1,1,False,
663,10799,1,2,False,
664,10847,-1,1,False,
665,10853,-1,0,True,2
666,10859,1,1,False,
667,10883,-1,0,True,2
668,10889,1,1,False,
669,10937,-1,0,True,2
670,10949,1,1,False,
671,10973,-1,0,True,2
672,10979,1,1,False,
673,11003,-1,0,True,20
674,11027,-1,-1,False,
675,11057,-1,-2,False,
676,11069,1,-1,False,
677,11087,-1,-2,False,
678,11093,-1,-3,False,
679,11117,-1,-4,False,
680,11159,1,-3,False,
681,11171,1,-2,False,
682,11177,-1,-3,False,
683,11213,-1,-4,False,
684,11243,-1,-5,False,
685,11261,1,-4,False,
686,11273,-1,-5,False,
687,11279,1,-4,False,
688,11321,1,-3,False,
689,11351,1,-2,False,
690,11369,1,-1,False,
691,11393,-1,-2,False,
692,11399,1,-1,False,
693,11411,1,0,True,6
694,11423,-1,-1,False,
695,11447,-1,-2,False,
696,11471,1,-1,False,
697,11483,-1,-2,False,
698,11489,1,-1,False,
699,11519,1,0,True,6
700,11549,1,1,False,
701,11579,1,2,False,
702,11597,-1,1,False,
703,11621,1,2,False,
704,11633,-1,1,False,
705,11657,-1,0,True,4
706,11681,1,1,False,
707,11699,1,2,False,
708,11717,-1,1,False,
709,11777,-1,0,True,2
710,11783,-1,-1,False,
711,11789,1,0,True,2
712,11801,1,1,False,
713,11807,-1,0,True,2
714,11813,-1,-1,False,
715,11831,1,0,True,12
716,11867,-1,-1,False,
717,11897,-1,-2,False,
718,11903,-1,-3,False,
719,11909,1,-2,False,
720,11927,-1,-3,False,
721,11933,-1,-4,False,
722,11939,1,-3,False,
723,11969,1,-2,False,
724,11981,1,-1,False,
725,11987,-1,-2,False,
726,12011,1,-1,False,
727,12041,1,0,True,4
728,12071,1,1,False,
729,12101,1,2,False,
730,12107,-1,1,False,
731,12113,-1,0,True,2
732,12119,1,1,False,
733,12143,-1,0,True,4
734,12149,1,1,False,
735,12161,1,2,False,
736,12197,-1,1,False,
737,12203,-1,0,True,2
738,12227,-1,-1,False,
739,12239,1,0,True,2
740,12251,1,1,False,
741,12263,-1,0,True,6
742,12269,1,1,False,
743,12281,1,2,False,
744,12323,-1,1,False,
745,12329,1,2,False,
746,12347,-1,1,False,
747,12377,-1,0,True,2
748,12401,1,1,False,
749,12413,-1,0,True,4
750,12437,-1,-1,False,
751,12473,-1,-2,False,
752,12479,1,-1,False,
753,12491,1,0,True,6
754,12497,-1,-1,False,
755,12503,-1,-2,False,
756,12527,-1,-3,False,
757,12539,1,-2,False,
758,12569,1,-1,False,
759,12611,1,0,True,2
760,12641,1,1,False,
761,12647,-1,0,True,2
762,12653,-1,-1,False,
763,12659,1,0,True,4
764,12671,1,1,False,
765,12689,1,2,False,
766,12713,-1,1,False,
767,12743,-1,0,True,16
768,12791,1,1,False,
769,12809,1,2,False,
770,12821,1,3,False,
771,12893,-1,2,False,
772,12899,1,3,False,
773,12911,1,4,False,
774,12917,-1,3,False,
775,12923,-1,2,False,
776,12941,1,3,False,
777,12953,-1,2,False,
778,12959,1,3,False,
779,12983,-1,2,False,
780,13001,1,3,False,
781,13007,-1,2,False,
782,13037,-1,1,False,
783,13043,-1,0,True,2
784,13049,1,1,False,
785,13103,-1,0,True,6
786,13109,1,1,False,
787,13121,1,2,False,
788,13127,-1,1,False,
789,13151,1,2,False,
790,13163,-1,1,False,
791,13187,-1,0,True,2
792,13217,-1,-1,False,
793,13229,1,0,True,6
794,13241,1,1,False,
795,13259,1,2,False,
796,13313,-1,1,False,
797,13331,1,2,False,
798,13337,-1,1,False,
