n,prime,chi5,S_n,is_tie,gap_to_next_tie
1820,33773,-1,-1,False,
1821,33791,1,0,True,2
1822,33797,-1,-1,False,
1823,33809,1,0,True,2
1824,33827,-1,-1,False,
1825,33851,1,0,True,8
1826,33857,-1,-1,False,
1827,33863,-1,-2,False,
1828,33893,-1,-3,False,
1829,33911,1,-2,False,
1830,33923,-1,-3,False,
1831,33941,1,-2,False,
1832,34019,1,-1,False,
1833,34031,1,0,True,2
1834,34061,1,1,False,
1835,34127,-1,0,True,2
1836,34157,-1,-1,False,
1837,34211,1,0,True,18
1838,34217,-1,-1,False,
1839,34253,-1,-2,False,
1840,34259,1,-1,False,
1841,34283,-1,-2,False,
1842,34301,1,-1,False,
1843,34313,-1,-2,False,
1844,34319,1,-1,False,
1845,34337,-1,-2,False,
1846,34361,1,-1,False,
1847,34367,-1,-2,False,
1848,34403,-1,-3,False,
1849,34421,1,-2,False,
1850,34439,1,-1,False,
1851,34457,-1,-2,False,
1852,34469,1,-1,False,
1853,34487,-1,-2,False,
1854,34499,1,-1,False,
1855,34511,1,0,True,2
1856,34583,-1,-1,False,
1857,34589,1,0,True,4
1858,34607,-1,-1,False,
1859,34613,-1,-2,False,
1860,34631,1,-1,False,
1861,34649,1,0,True,6
1862,34667,-1,-1,False,
1863,34673,-1,-2,False,
1864,34679,1,-1,False,
1865,34703,-1,-2,False,
1866,34721,1,-1,False,
1867,34739,1,0,True,4
1868,34757,-1,-1,False,
1869,34763,-1,-2,False,
1870,34781,1,-1,False,
1871,34841,1,0,True,2
1872,34847,-1,-1,False,
1873,34871,1,0,True,6
1874,34877,-1,-1,False,
1875,34883,-1,-2,False,
1876,34913,-1,-3,False,
1877,34919,1,-2,False,
1878,34949,1,-1,False,
1879,34961,1,0,True,2
1880,35027,-1,-1,False,
1881,35051,1,0,True,32
1882,35069,1,1,False,
1883,35081,1,2,False,
1884,35099,1,3,False,
1885,35111,1,4,False,
1886,35117,-1,3,False,
1887,35129,1,4,False,
1888,35141,1,5,False,
1889,35153,-1,4,False,
1890,35159,1,5,False,
1891,35171,1,6,False,
1892,35201,1,7,False,
1893,35267,-1,6,False,
1894,35279,1,7,False,
1895,35291,1,8,False,
1896,35327,-1,7,False,
1897,35339,1,8,False,
1898,35363,-1,7,False,
1899,35381,1,8,False,
1900,35393,-1,7,False,
1901,35423,-1,6,False,
1902,35447,-1,5,False,
1903,35507,-1,4,False,
1904,35531,1,5,False,
1905,35537,-1,4,False,
1906,35543,-1,3,False,
1907,35573,-1,2,False,
1908,35591,1,3,False,
1909,35597,-1,2,False,
1910,35603,-1,1,False,
1911,35729,1,2,False,
1912,35747,-1,1,False,
1913,35753,-1,0,True,46
1914,35759,1,1,False,
1915,35771,1,2,False,
1916,35801,1,3,False,
1917,35831,1,4,False,
1918,35837,-1,3,False,
1919,35879,1,4,False,
1920,35897,-1,3,False,
1921,35933,-1,2,False,
1922,35951,1,3,False,
1923,35963,-1,2,False,
1924,35969,1,3,False,
1925,35993,-1,2,False,
1926,35999,1,3,False,
1927,36011,1,4,False,
1928,36017,-1,3,False,
1929,36083,-1,2,False,
1930,36107,-1,1,False,
1931,36131,1,2,False,
1932,36137,-1,1,False,
1933,36161,1,2,False,
1934,36191,1,3,False,
1935,36209,1,4,False,
1936,36251,1,5,False,
1937,36263,-1,4,False,
1938,36269,1,5,False,
1939,36293,-1,4,False,
1940,36299,1,5,False,
1941,36341,1,6,False,
1942,36353,-1,5,False,
1943,36383,-1,4,False,
1944,36389,1,5,False,
1945,36467,-1,4,False,
1946,36473,-1,3,False,
1947,36479,1,4,False,
1948,36497,-1,3,False,
1949,36527,-1,2,False,
1950,36551,1,3,False,
1951,36563,-1,2,False,
1952,36587,-1,1,False,
1953,36599,1,2,False,
1954,36629,1,3,False,
1955,36653,-1,2,False,
1956,36671,1,3,False,
1957,36677,-1,2,False,
1958,36683,-1,1,False,
1959,36713,-1,0,True,28
1960,36749,1,1,False,
1961,36761,1,2,False,
1962,36767,-1,1,False,
1963,36779,1,2,False,
1964,36791,1,3,False,
1965,36809,1,4,False,
1966,36821,1,5,False,
1967,36833,-1,4,False,
1968,36857,-1,3,False,
1969,36887,-1,2,False,
1970,36899,1,3,False,
1971,36923,-1,2,False,
1972,36929,1,3,False,
1973,36947,-1,2,False,
1974,37013,-1,1,False,
1975,37019,1,2,False,
1976,37049,1,3,False,
1977,37061,1,4,False,
1978,37097,-1,3,False,
1979,37139,1,4,False,
1980,37181,1,5,False,
1981,37199,1,6,False,
1982,37217,-1,5,False,
1983,37223,-1,4,False,
1984,37253,-1,3,False,
1985,37277,-1,2,False,
1986,37307,-1,1,False,
1987,37313,-1,0,True,2
1988,37337,-1,-1,False,
1989,37361,1,0,True,2
1990,37379,1,1,False,
1991,37397,-1,0,True,2
1992,37409,1,1,False,
1993,37463,-1,0,True,2
1994,37493,-1,-1,False,
1995,37511,1,0,True,2
1996,37517,-1,-1,False,
1997,37529,1,0,True,2
1998,37547,-1,-1,False,
1999,37571,1,0,True,2
2000,37589,1,1,False,
2001,37607,-1,0,True,2
2002,37619,1,1,False,
2003,37643,-1,0,True,64
2004,37649,1,1,False,
2005,37691,1,2,False,
2006,37781,1,3,False,
2007,37799,1,4,False,
2008,37811,1,5,False,
2009,37847,-1,4,False,
2010,37853,-1,3,False,
2011,37871,1,4,False,
2012,37889,1,5,False,
2013,37907,-1,4,False,
2014,37967,-1,3,False,
2015,37991,1,4,False,
2016,37997,-1,3,False,
2017,38039,1,4,False,
2018,38069,1,5,False,
2019,38153,-1,4,False,
2020,38177,-1,3,False,
2021,38183,-1,2,False,
2022,38189,1,3,False,
2023,38201,1,4,False,
2024,38219,1,5,False,
2025,38231,1,6,False,
2026,38237,-1,5,False,
2027,38261,1,6,False,
2028,38273,-1,5,False,
2029,38303,-1,4,False,
2030,38321,1,5,False,
2031,38327,-1,4,False,
2032,38333,-1,3,False,
2033,38351,1,4,False,
2034,38393,-1,3,False,
2035,38447,-1,2,False,
2036,38453,-1,1,False,
2037,38459,1,2,False,
2038,38501,1,3,False,
2039,38543,-1,2,False,
2040,38561,1,3,False,
2041,38567,-1,2,False,
2042,38603,-1,1,False,
2043,38609,1,2,False,
2044,38639,1,3,False,
2045,38651,1,4,False,
2046,38669,1,5,False,
2047,38693,-1,4,False,
2048,38699,1,5,False,
2049,38711,1,6,False,
2050,38723,-1,5,False,
2051,38729,1,6,False,
2052,38747,-1,5,False,
2053,38783,-1,4,False,
2054,38861,1,5,False,
2055,38867,-1,4,False,
2056,38873,-1,3,False,
2057,38891,1,4,False,
2058,38903,-1,3,False,
2059,38921,1,4,False,
2060,38933,-1,3,False,
2061,38993,-1,2,False,
2062,39023,-1,1,False,
2063,39041,1,2,False,
2064,39047,-1,1,False,
2065,39089,1,2,False,
2066,39107,-1,1,False,
2067,39113,-1,0,True,324
2068,39119,1,1,False,
2069,39161,1,2,False,
2070,39191,1,3,False,
2071,39209,1,4,False,
2072,39227,-1,3,False,
2073,39233,-1,2,False,
2074,39239,1,3,False,
2075,39251,1,4,False,
2076,39293,-1,3,False,
2077,39317,-1,2,False,
2078,39323,-1,1,False,
2079,39341,1,2,False,
2080,39359,1,3,False,
2081,39371,1,4,False,
2082,39383,-1,3,False,
2083,39419,1,4,False,
2084,39443,-1,3,False,
2085,39461,1,4,False,
2086,39503,-1,3,False,
2087,39509,1,4,False,
2088,39521,1,5,False,
2089,39551,1,6,False,
2090,39563,-1,5,False,
2091,39569,1,6,False,
2092,39581,1,7,False,
2093,39623,-1,6,False,
2094,39659,1,7,False,
2095,39671,1,8,False,
2096,39719,1,9,False,
2097,39749,1,10,False,
2098,39761,1,11,False,
2099,39779,1,12,False,
2100,39791,1,13,False,
2101,39821,1,14,False,
2102,39827,-1,13,False,
2103,39839,1,14,False,
2104,39857,-1,13,False,
2105,39863,-1,12,False,
2106,39869,1,13,False,
2107,39887,-1,12,False,
2108,39929,1,13,False,
2109,39953,-1,12,False,
2110,39971,1,13,False,
2111,39983,-1,12,False,
2112,39989,1,13,False,
2113,40013,-1,12,False,
2114,40031,1,13,False,
2115,40037,-1,12,False,
2116,40127,-1,11,False,
2117,40151,1,12,False,
2118,40163,-1,11,False,
2119,40169,1,12,False,
2120,40193,-1,11,False,
2121,40241,1,12,False,
2122,40253,-1,11,False,
2123,40277,-1,10,False,
2124,40283,-1,9,False,
2125,40289,1,10,False,
2126,40343,-1,9,False,
2127,40361,1,10,False,
2128,40427,-1,9,False,
2129,40433,-1,8,False,
2130,40487,-1,7,False,
2131,40493,-1,6,False,
2132,40499,1,7,False,
2133,40529,1,8,False,
2134,40559,1,9,False,
2135,40577,-1,8,False,
2136,40583,-1,7,False,
2137,40637,-1,6,False,
2138,40697,-1,5,False,
2139,40709,1,6,False,
2140,40739,1,7,False,
2141,40751,1,8,False,
2142,40763,-1,7,False,
2143,40787,-1,6,False,
2144,40823,-1,5,False,
2145,40829,1,6,False,
2146,40841,1,7,False,
2147,40847,-1,6,False,
2148,40853,-1,5,False,
2149,40883,-1,4,False,
2150,40949,1,5,False,
2151,40961,1,6,False,
2152,40973,-1,5,False,
2153,41039,1,6,False,
2154,41051,1,7,False,
2155,41057,-1,6,False,
2156,41081,1,7,False,
2157,41117,-1,6,False,
2158,41141,1,7,False,
2159,41177,-1,6,False,
2160,41183,-1,5,False,
2161,41189,1,6,False,
2162,41201,1,7,False,
2163,41213,-1,6,False,
2164,41231,1,7,False,
2165,41243,-1,6,False,
2166,41333,-1,5,False,
2167,41351,1,6,False,
2168,41357,-1,5,False,
2169,41381,1,6,False,
2170,41387,-1,5,False,
2171,41399,1,6,False,
2172,41411,1,7,False,
2173,41453,-1,6,False,
2174,41507,-1,5,False,
2175,41513,-1,4,False,
2176,41519,1,5,False,
2177,41543,-1,4,False,
2178,41549,1,5,False,
2179,41579,1,6,False,
2180,41597,-1,5,False,
2181,41603,-1,4,False,
2182,41609,1,5,False,
2183,41621,1,6,False,
2184,41627,-1,5,False,
2185,41651,1,6,False,
2186,41669,1,7,False,
2187,41681,1,8,False,
2188,41687,-1,7,False,
2189,41729,1,8,False,
2190,41759,1,9,False,
2191,41771,1,10,False,
2192,41777,-1,9,False,
2193,41801,1,10,False,
2194,41813,-1,9,False,
2195,41843,-1,8,False,
2196,41849,1,9,False,
2197,41879,1,10,False,
2198,41897,-1,9,False,
2199,41903,-1,8,False,
2200,41927,-1,7,False,
2201,41957,-1,6,False,
2202,41969,1,7,False,
2203,41981,1,8,False,
2204,41999,1,9,False,
2205,42017,-1,8,False,
2206,42023,-1,7,False,
2207,42071,1,8,False,
2208,42083,-1,7,False,
2209,42089,1,8,False,
2210,42101,1,9,False,
2211,42131,1,10,False,
2212,42179,1,11,False,
2213,42197,-1,10,False,
2214,42209,1,11,False,
2215,42221,1,12,False,
2216,42227,-1,11,False,
2217,42239,1,12,False,
2218,42257,-1,11,False,
2219,42281,1,12,False,
2220,42293,-1,11,False,
2221,42299,1,12,False,
2222,42323,-1,11,False,
2223,42359,1,12,False,
2224,42407,-1,11,False,
2225,42437,-1,10,False,
2226,42443,-1,9,False,
2227,42461,1,10,False,
2228,42467,-1,9,False,
2229,42473,-1,8,False,
2230,42491,1,9,False,
2231,42509,1,10,False,
2232,42533,-1,9,False,
2233,42557,-1,8,False,
2234,42569,1,9,False,
2235,42611,1,10,False,
2236,42641,1,11,False,
2237,42677,-1,10,False,
2238,42683,-1,9,False,
2239,42689,1,10,False,
2240,42701,1,11,False,
2241,42719,1,12,False,
2242,42737,-1,11,False,
2243,42743,-1,10,False,
2244,42767,-1,9,False,
2245,42773,-1,8,False,
2246,42797,-1,7,False,
2247,42821,1,8,False,
2248,42839,1,9,False,
2249,42863,-1,8,False,
2250,42899,1,9,False,
2251,42923,-1,8,False,
2252,42929,1,9,False,
2253,42953,-1,8,False,
2254,42989,1,9,False,
2255,43013,-1,8,False,
2256,43019,1,9,False,
2257,43037,-1,8,False,
2258,43049,1,9,False,
2259,43067,-1,8,False,
2260,43103,-1,7,False,
2261,43133,-1,6,False,
2262,43151,1,7,False,
2263,43223,-1,6,False,
2264,43271,1,7,False,
2265,43283,-1,6,False,
2266,43313,-1,5,False,
2267,43319,1,6,False,
2268,43331,1,7,False,
2269,43391,1,8,False,
2270,43397,-1,7,False,
2271,43403,-1,6,False,
2272,43427,-1,5,False,
2273,43451,1,6,False,
2274,43457,-1,5,False,
2275,43481,1,6,False,
2276,43487,-1,5,False,
2277,43499,1,6,False,
2278,43517,-1,5,False,
2279,43541,1,6,False,
2280,43577,-1,5,False,
2281,43607,-1,4,False,
2282,43613,-1,3,False,
2283,43649,1,4,False,
2284,43661,1,5,False,
2285,43691,1,6,False,
2286,43721,1,7,False,
2287,43781,1,8,False,
2288,43787,-1,7,False,
2289,43793,-1,6,False,
2290,43853,-1,5,False,
2291,43889,1,6,False,
2292,43913,-1,5,False,
2293,43943,-1,4,False,
2294,43961,1,5,False,
2295,43973,-1,4,False,
2296,43991,1,5,False,
2297,43997,-1,4,False,
2298,44021,1,5,False,
2299,44027,-1,4,False,
2300,44087,-1,3,False,
2301,44111,1,4,False,
2302,44123,-1,3,False,
2303,44129,1,4,False,
2304,44159,1,5,False,
2305,44171,1,6,False,
2306,44189,1,7,False,
2307,44201,1,8,False,
2308,44207,-1,7,False,
2309,44249,1,8,False,
2310,44267,-1,7,False,
2311,44273,-1,6,False,
2312,44279,1,7,False,
2313,44351,1,8,False,
2314,44357,-1,7,False,
2315,44381,1,8,False,
2316,44417,-1,7,False,
2317,44453,-1,6,False,
2318,44483,-1,5,False,
2319,44501,1,6,False,
2320,44507,-1,5,False,
2321,44519,1,6,False,
2322,44531,1,7,False,
2323,44537,-1,6,False,
2324,44543,-1,5,False,
2325,44549,1,6,False,
2326,44579,1,7,False,
2327,44621,1,8,False,
2328,44633,-1,7,False,
2329,44651,1,8,False,
2330,44657,-1,7,False,
2331,44687,-1,6,False,
2332,44699,1,7,False,
2333,44711,1,8,False,
2334,44729,1,9,False,
2335,44741,1,10,False,
2336,44753,-1,9,False,
2337,44771,1,10,False,
2338,44777,-1,9,False,
2339,44789,1,10,False,
2340,44819,1,11,False,
2341,44843,-1,10,False,
2342,44867,-1,9,False,
2343,44879,1,10,False,
2344,44909,1,11,False,
2345,44927,-1,10,False,
2346,44939,1,11,False,
2347,44963,-1,10,False,
2348,44987,-1,9,False,
2349,45053,-1,8,False,
2350,45077,-1,7,False,
2351,45083,-1,6,False,
2352,45119,1,7,False,
2353,45131,1,8,False,
2354,45137,-1,7,False,
2355,45161,1,8,False,
2356,45179,1,9,False,
2357,45191,1,10,False,
2358,45197,-1,9,False,
2359,45233,-1,8,False,
2360,45263,-1,7,False,
2361,45281,1,8,False,
2362,45293,-1,7,False,
2363,45317,-1,6,False,
2364,45329,1,7,False,
2365,45341,1,8,False,
2366,45377,-1,7,False,
2367,45389,1,8,False,
2368,45413,-1,7,False,
2369,45491,1,8,False,
2370,45497,-1,7,False,
2371,45503,-1,6,False,
2372,45533,-1,5,False,
2373,45557,-1,4,False,
2374,45569,1,5,False,
2375,45587,-1,4,False,
2376,45599,1,5,False,
2377,45641,1,6,False,
2378,45659,1,7,False,
2379,45677,-1,6,False,
2380,45707,-1,5,False,
2381,45737,-1,4,False,
2382,45767,-1,3,False,
2383,45779,1,4,False,
2384,45821,1,5,False,
2385,45827,-1,4,False,
2386,45833,-1,3,False,
2387,45863,-1,2,False,
2388,45869,1,3,False,
2389,45887,-1,2,False,
2390,45893,-1,1,False,
2391,45953,-1,0,True,726
2392,45959,1,1,False,
2393,45971,1,2,False,
2394,45989,1,3,False,
2395,46049,1,4,False,
2396,46061,1,5,False,
2397,46073,-1,4,False,
2398,46091,1,5,False,
2399,46103,-1,4,False,
2400,46133,-1,3,False,
2401,46181,1,4,False,
2402,46187,-1,3,False,
2403,46199,1,4,False,
2404,46229,1,5,False,
2405,46271,1,6,False,
2406,46301,1,7,False,
2407,46307,-1,6,False,
2408,46337,-1,5,False,
2409,46349,1,6,False,
2410,46439,1,7,False,
2411,46451,1,8,False,
2412,46457,-1,7,False,
2413,46499,1,8,False,
2414,46511,1,9,False,
2415,46523,-1,8,False,
2416,46559,1,9,False,
2417,46589,1,10,False,
2418,46601,1,11,False,
2419,46619,1,12,False,
2420,46643,-1,11,False,
2421,46649,1,12,False,
2422,46679,1,13,False,
2423,46691,1,14,False,
2424,46703,-1,13,False,
2425,46727,-1,12,False,
2426,46751,1,13,False,
2427,46757,-1,12,False,
2428,46769,1,13,False,
2429,46811,1,14,False,
2430,46817,-1,13,False,
2431,46829,1,14,False,
2432,46853,-1,13,False,
2433,46877,-1,12,False,
2434,46889,1,13,False,
2435,46901,1,14,False,
2436,46919,1,15,False,
2437,46997,-1,14,False,
2438,47051,1,15,False,
2439,47057,-1,14,False,
2440,47087,-1,13,False,
2441,47093,-1,12,False,
2442,47111,1,13,False,
2443,47123,-1,12,False,
2444,47129,1,13,False,
2445,47147,-1,12,False,
2446,47189,1,13,False,
2447,47207,-1,12,False,
2448,47237,-1,11,False,
2449,47279,1,12,False,
2450,47297,-1,11,False,
2451,47303,-1,10,False,
2452,47309,1,11,False,
2453,47339,1,12,False,
2454,47351,1,13,False,
2455,47363,-1,12,False,
2456,47381,1,13,False,
2457,47387,-1,12,False,
2458,47417,-1,11,False,
2459,47441,1,12,False,
2460,47459,1,13,False,
2461,47501,1,14,False,
2462,47507,-1,13,False,
2463,47513,-1,12,False,
2464,47543,-1,11,False,
2465,47591,1,12,False,
2466,47609,1,13,False,
2467,47639,1,14,False,
2468,47657,-1,13,False,
2469,47681,1,14,False,
2470,47699,1,15,False,
2471,47711,1,16,False,
2472,47717,-1,15,False,
2473,47741,1,16,False,
2474,47777,-1,15,False,
2475,47807,-1,14,False,
2476,47819,1,15,False,
2477,47837,-1,14,False,
2478,47843,-1,13,False,
2479,47903,-1,12,False,
2480,47933,-1,11,False,
2481,47939,1,12,False,
2482,47951,1,13,False,
2483,47963,-1,12,False,
2484,47969,1,13,False,
2485,47981,1,14,False,
2486,48017,-1,13,False,
2487,48023,-1,12,False,
2488,48029,1,13,False,
2489,48119,1,14,False,
2490,48131,1,15,False,
2491,48179,1,16,False,
2492,48197,-1,15,False,
2493,48221,1,16,False,
2494,48239,1,17,False,
2495,48281,1,18,False,
2496,48299,1,19,False,
2497,48311,1,20,False,
2498,48341,1,21,False,
2499,48353,-1,20,False,
2500,48371,1,21,False,
2501,48383,-1,20,False,
2502,48407,-1,19,False,
2503,48413,-1,18,False,
2504,48437,-1,17,False,
2505,48449,1,18,False,
2506,48473,-1,17,False,
2507,48479,1,18,False,
2508,48491,1,19,False,
2509,48497,-1,18,False,
2510,48527,-1,17,False,
2511,48533,-1,16,False,
2512,48539,1,17,False,
2513,48563,-1,16,False,
2514,48593,-1,15,False,
2515,48611,1,16,False,
2516,48623,-1,15,False,
2517,48647,-1,14,False,
2518,48677,-1,13,False,
2519,48731,1,14,False,
2520,48761,1,15,False,
2521,48767,-1,14,False,
2522,48779,1,15,False,
2523,48809,1,16,False,
2524,48821,1,17,False,
2525,48857,-1,16,False,
2526,48869,1,17,False,
2527,48947,-1,16,False,
2528,48953,-1,15,False,
2529,48989,1,16,False,
2530,49019,1,17,False,
2531,49031,1,18,False,
2532,49037,-1,17,False,
2533,49043,-1,16,False,
2534,49103,-1,15,False,
2535,49109,1,16,False,
2536,49121,1,17,False,
2537,49139,1,18,False,
2538,49157,-1,17,False,
2539,49169,1,18,False,
2540,49193,-1,17,False,
2541,49199,1,18,False,
2542,49211,1,19,False,
2543,49223,-1,18,False,
2544,49253,-1,17,False,
2545,49277,-1,16,False,
2546,49307,-1,15,False,
2547,49331,1,16,False,
2548,49367,-1,15,False,
2549,49391,1,16,False,
2550,49409,1,17,False,
2551,49433,-1,16,False,
2552,49451,1,17,False,
2553,49463,-1,16,False,
2554,49481,1,17,False,
2555,49499,1,18,False,
2556,49523,-1,17,False,
2557,49529,1,18,False,
2558,49547,-1,17,False,
2559,49559,1,18,False,
2560,49613,-1,17,False,
2561,49667,-1,16,False,
2562,49697,-1,15,False,
2563,49727,-1,14,False,
2564,49739,1,15,False,
2565,49757,-1,14,False,
2566,49787,-1,13,False,
2567,49811,1,14,False,
2568,49823,-1,13,False,
2569,49853,-1,12,False,
2570,49871,1,13,False,
2571,49877,-1,12,False,
2572,49919,1,13,False,
2573,49937,-1,12,False,
2574,49943,-1,11,False,
2575,49991,1,12,False,
2576,50021,1,13,False,
2577,50033,-1,12,False,
2578,50051,1,13,False,
2579,50069,1,14,False,
2580,50087,-1,13,False,
2581,50093,-1,12,False,
2582,50111,1,13,False,
2583,50123,-1,12,False,
2584,50129,1,13,False,
2585,50147,-1,12,False,
2586,50153,-1,11,False,
2587,50159,1,12,False,
2588,50177,-1,11,False,
2589,50207,-1,10,False,
2590,50231,1,11,False,
2591,50261,1,12,False,
2592,50273,-1,11,False,
2593,50291,1,12,False,
2594,50321,1,13,False,
2595,50333,-1,12,False,
2596,50363,-1,11,False,
2597,50387,-1,10,False,
2598,50411,1,11,False,
2599,50417,-1,10,False,
2600,50423,-1,9,False,
2601,50441,1,10,False,
2602,50459,1,11,False,
2603,50513,-1,10,False,
2604,50543,-1,9,False,
2605,50549,1,10,False,
2606,50591,1,11,False,
2607,50627,-1,10,False,
2608,50651,1,11,False,
2609,50723,-1,10,False,
2610,50741,1,11,False,
2611,50753,-1,10,False,
2612,50777,-1,9,False,
2613,50789,1,10,False,
2614,50849,1,11,False,
2615,50867,-1,10,False,
2616,50873,-1,9,False,
2617,50891,1,10,False,
2618,50909,1,11,False,
2619,50951,1,12,False,
2620,50957,-1,11,False,
2621,50969,1,12,False,
2622,50993,-1,11,False,
2623,51047,-1,10,False,
2624,51059,1,11,False,
2625,51071,1,12,False,
2626,51131,1,13,False,
2627,51137,-1,12,False,
2628,51197,-1,11,False,
2629,51203,-1,10,False,
2630,51239,1,11,False,
2631,51257,-1,10,False,
2632,51263,-1,9,False,
2633,51287,-1,8,False,
2634,51329,1,9,False,
2635,51341,1,10,False,
2636,51347,-1,9,False,
2637,51383,-1,8,False,
2638,51407,-1,7,False,
2639,51413,-1,6,False,
2640,51419,1,7,False,
2641,51431,1,8,False,
2642,51437,-1,7,False,
2643,51449,1,8,False,
2644,51461,1,9,False,
2645,51473,-1,8,False,
2646,51479,1,9,False,
2647,51503,-1,8,False,
2648,51521,1,9,False,
2649,51539,1,10,False,
2650,51551,1,11,False,
2651,51563,-1,10,False,
2652,51581,1,11,False,
2653,51593,-1,10,False,
2654,51599,1,11,False,
2655,51647,-1,10,False,
2656,51659,1,11,False,
2657,51683,-1,10,False,
2658,51713,-1,9,False,
2659,51719,1,10,False,
2660,51749,1,11,False,
2661,51767,-1,10,False,
2662,51797,-1,9,False,
2663,51803,-1,8,False,
2664,51827,-1,7,False,
2665,51839,1,8,False,
2666,51869,1,9,False,
2667,51893,-1,8,False,
2668,51899,1,9,False,
2669,51929,1,10,False,
2670,51941,1,11,False,
2671,51971,1,12,False,
2672,51977,-1,11,False,
2673,52067,-1,10,False,
2674,52103,-1,9,False,
2675,52121,1,10,False,
2676,52127,-1,9,False,
2677,52163,-1,8,False,
2678,52181,1,9,False,
2679,52223,-1,8,False,
2680,52253,-1,7,False,
2681,52259,1,8,False,
2682,52289,1,9,False,
2683,52301,1,10,False,
2684,52313,-1,9,False,
2685,52361,1,10,False,
2686,52379,1,11,False,
2687,52391,1,12,False,
2688,52433,-1,11,False,
2689,52457,-1,10,False,
2690,52511,1,11,False,
2691,52517,-1,10,False,
2692,52529,1,11,False,
2693,52541,1,12,False,
2694,52553,-1,11,False,
2695,52571,1,12,False,
2696,52583,-1,11,False,
2697,52631,1,12,False,
2698,52667,-1,11,False,
2699,52673,-1,10,False,
2700,52691,1,11,False,
2701,52697,-1,10,False,
2702,52709,1,11,False,
2703,52721,1,12,False,
2704,52727,-1,11,False,
2705,52733,-1,10,False,
2706,52757,-1,9,False,
2707,52769,1,10,False,
2708,52817,-1,9,False,
2709,52859,1,10,False,
2710,52883,-1,9,False,
2711,52889,1,10,False,
2712,52901,1,11,False,
2713,52919,1,12,False,
2714,52937,-1,11,False,
2715,52967,-1,10,False,
2716,52973,-1,9,False,
2717,53003,-1,8,False,
2718,53051,1,9,False,
2719,53069,1,10,False,
2720,53087,-1,9,False,
2721,53093,-1,8,False,
2722,53117,-1,7,False,
2723,53129,1,8,False,
2724,53147,-1,7,False,
2725,53171,1,8,False,
2726,53189,1,9,False,
2727,53201,1,10,False,
2728,53231,1,11,False,
2729,53267,-1,10,False,
2730,53279,1,11,False,
2731,53309,1,12,False,
2732,53327,-1,11,False,
2733,53381,1,12,False,
2734,53411,1,13,False,
2735,53441,1,14,False,
2736,53453,-1,13,False,
2737,53507,-1,12,False,
2738,53549,1,13,False,
2739,53591,1,14,False,
2740,53597,-1,13,False,
2741,53609,1,14,False,
2742,53633,-1,13,False,
2743,53639,1,14,False,
2744,53657,-1,13,False,
2745,53681,1,14,False,
2746,53693,-1,13,False,
2747,53699,1,14,False,
2748,53717,-1,13,False,
2749,53759,1,14,False,
2750,53777,-1,13,False,
2751,53783,-1,12,False,
2752,53813,-1,11,False,
2753,53819,1,12,False,
2754,53831,1,13,False,
2755,53849,1,14,False,
2756,53861,1,15,False,
2757,53891,1,16,False,
2758,53897,-1,15,False,
2759,53927,-1,14,False,
2760,53939,1,15,False,
2761,53951,1,16,False,
2762,53987,-1,15,False,
2763,53993,-1,14,False,
2764,54011,1,15,False,
2765,54059,1,16,False,
2766,54083,-1,15,False,
2767,54101,1,16,False,
2768,54167,-1,15,False,
2769,54251,1,16,False,
2770,54269,1,17,False,
2771,54287,-1,16,False,
2772,54293,-1,15,False,
2773,54311,1,16,False,
2774,54323,-1,15,False,
2775,54347,-1,14,False,
2776,54371,1,15,False,
2777,54377,-1,14,False,
2778,54401,1,15,False,
2779,54413,-1,14,False,
2780,54419,1,15,False,
2781,54437,-1,14,False,
2782,54443,-1,13,False,
2783,54449,1,14,False,
2784,54497,-1,13,False,
2785,54503,-1,12,False,
2786,54521,1,13,False,
2787,54539,1,14,False,
2788,54563,-1,13,False,
2789,54581,1,14,False,
2790,54617,-1,13,False,
2791,54623,-1,12,False,
2792,54629,1,13,False,
2793,54647,-1,12,False,
2794,54713,-1,11,False,
2795,54767,-1,10,False,
2796,54773,-1,9,False,
2797,54779,1,10,False,
2798,54833,-1,9,False,
2799,54851,1,10,False,
2800,54869,1,11,False,
2801,54881,1,12,False,
2802,54917,-1,11,False,
2803,54941,1,12,False,
2804,54959,1,13,False,
2805,54983,-1,12,False,
2806,55001,1,13,False,
2807,55049,1,14,False,
2808,55061,1,15,False,
2809,55073,-1,14,False,
2810,55079,1,15,False,
2811,55103,-1,14,False,
2812,55109,1,15,False,
2813,55127,-1,14,False,
2814,55163,-1,13,False,
2815,55217,-1,12,False,
2816,55229,1,13,False,
2817,55259,1,14,False,
2818,55313,-1,13,False,
2819,55331,1,14,False,
2820,55337,-1,13,False,
2821,55343,-1,12,False,
2822,55373,-1,11,False,
2823,55439,1,12,False,
2824,55457,-1,11,False,
2825,55469,1,12,False,
2826,55487,-1,11,False,
2827,55511,1,12,False,
2828,55529,1,13,False,
2829,55541,1,14,False,
2830,55547,-1,13,False,
2831,55589,1,14,False,
2832,55619,1,15,False,
2833,55631,1,16,False,
2834,55661,1,17,False,
2835,55667,-1,16,False,
2836,55673,-1,15,False,
2837,55691,1,16,False,
2838,55697,-1,15,False,
2839,55721,1,16,False,
2840,55733,-1,15,False,
2841,55763,-1,14,False,
2842,55787,-1,13,False,
2843,55793,-1,12,False,
2844,55799,1,13,False,
2845,55817,-1,12,False,
2846,55823,-1,11,False,
2847,55829,1,12,False,
2848,55871,1,13,False,
