n,prime,chi5,S_n,is_tie,gap_to_next_tie
1036,18199,1,-10,False,
1037,18211,1,-9,False,
1038,18217,-1,-10,False,
1039,18223,-1,-11,False,
1040,18229,1,-10,False,
1041,18253,-1,-11,False,
1042,18289,1,-10,False,
1043,18301,1,-9,False,
1044,18307,-1,-10,False,
1045,18313,-1,-11,False,
1046,18367,-1,-12,False,
1047,18379,1,-11,False,
1048,18397,-1,-12,False,
1049,18427,-1,-13,False,
1050,18433,-1,-14,False,
1051,18439,1,-13,False,
1052,18451,1,-12,False,
1053,18457,-1,-13,False,
1054,18481,1,-12,False,
1055,18493,-1,-13,False,
1056,18517,-1,-14,False,
1057,18523,-1,-15,False,
1058,18541,1,-14,False,
1059,18553,-1,-15,False,
1060,18583,-1,-16,False,
1061,18637,-1,-17,False,
1062,18661,1,-16,False,
1063,18679,1,-15,False,
1064,18691,1,-14,False,
1065,18757,-1,-15,False,
1066,18787,-1,-16,False,
1067,18793,-1,-17,False,
1068,18859,1,-16,False,
1069,18913,-1,-17,False,
1070,18919,1,-16,False,
1071,18973,-1,-17,False,
1072,18979,1,-16,False,
1073,19009,1,-15,False,
1074,19051,1,-14,False,
1075,19069,1,-13,False,
1076,19081,1,-12,False,
1077,19087,-1,-13,False,
1078,19141,1,-12,False,
1079,19183,-1,-13,False,
1080,19207,-1,-14,False,
1081,19213,-1,-15,False,
1082,19219,1,-14,False,
1083,19231,1,-13,False,
1084,19237,-1,-14,False,
1085,19249,1,-13,False,
1086,19267,-1,-14,False,
1087,19273,-1,-15,False,
1088,19309,1,-14,False,
1089,19333,-1,-15,False,
1090,19381,1,-14,False,
1091,19387,-1,-15,False,
1092,19417,-1,-16,False,
1093,19423,-1,-17,False,
1094,19429,1,-16,False,
1095,19441,1,-15,False,
1096,19447,-1,-16,False,
1097,19471,1,-15,False,
1098,19477,-1,-16,False,
1099,19483,-1,-17,False,
1100,19489,1,-16,False,
1101,19501,1,-15,False,
1102,19507,-1,-16,False,
1103,19531,1,-15,False,
1104,19543,-1,-16,False,
1105,19597,-1,-17,False,
1106,19603,-1,-18,False,
1107,19609,1,-17,False,
1108,19681,1,-16,False,
1109,19687,-1,-17,False,
1110,19699,1,-16,False,
1111,19717,-1,-17,False,
1112,19753,-1,-18,False,
1113,19759,1,-17,False,
1114,19777,-1,-18,False,
1115,19801,1,-17,False,
1116,19813,-1,-18,False,
1117,19819,1,-17,False,
1118,19843,-1,-18,False,
1119,19861,1,-17,False,
1120,19867,-1,-18,False,
1121,19891,1,-17,False,
1122,19927,-1,-18,False,
1123,19963,-1,-19,False,
1124,19993,-1,-20,False,
1125,20011,1,-19,False,
1126,20023,-1,-20,False,
1127,20029,1,-19,False,
1128,20047,-1,-20,False,
1129,20071,1,-19,False,
1130,20089,1,-18,False,
1131,20101,1,-17,False,
1132,20107,-1,-18,False,
1133,20113,-1,-19,False,
1134,20143,-1,-20,False,
1135,20149,1,-19,False,
1136,20161,1,-18,False,
1137,20173,-1,-19,False,
1138,20233,-1,-20,False,
1139,20269,1,-19,False,
1140,20287,-1,-20,False,
1141,20323,-1,-21,False,
1142,20341,1,-20,False,
1143,20347,-1,-21,False,
1144,20353,-1,-22,False,
1145,20359,1,-21,False,
1146,20389,1,-20,False,
1147,20407,-1,-21,False,
1148,20431,1,-20,False,
1149,20443,-1,-21,False,
1150,20479,1,-20,False,
1151,20509,1,-19,False,
1152,20521,1,-18,False,
1153,20533,-1,-19,False,
1154,20551,1,-18,False,
1155,20563,-1,-19,False,
1156,20593,-1,-20,False,
1157,20599,1,-19,False,
1158,20611,1,-18,False,
1159,20641,1,-17,False,
1160,20707,-1,-18,False,
1161,20719,1,-17,False,
1162,20731,1,-16,False,
1163,20743,-1,-17,False,
1164,20749,1,-16,False,
1165,20773,-1,-17,False,
1166,20809,1,-16,False,
1167,20857,-1,-17,False,
1168,20887,-1,-18,False,
1169,20899,1,-17,False,
1170,20929,1,-16,False,
1171,20947,-1,-17,False,
1172,20959,1,-16,False,
1173,20983,-1,-17,False,
1174,21001,1,-16,False,
1175,21013,-1,-17,False,
1176,21019,1,-16,False,
1177,21031,1,-15,False,
1178,21061,1,-14,False,
1179,21067,-1,-15,False,
1180,21121,1,-14,False,
1181,21139,1,-13,False,
1182,21157,-1,-14,False,
1183,21163,-1,-15,False,
1184,21169,1,-14,False,
1185,21187,-1,-15,False,
1186,21193,-1,-16,False,
1187,21211,1,-15,False,
1188,21247,-1,-16,False,
1189,21277,-1,-17,False,
1190,21283,-1,-18,False,
1191,21313,-1,-19,False,
1192,21319,1,-18,False,
1193,21379,1,-17,False,
1194,21391,1,-16,False,
1195,21397,-1,-17,False,
1196,21433,-1,-18,False,
1197,21481,1,-17,False,
1198,21487,-1,-18,False,
1199,21493,-1,-19,False,
1200,21499,1,-18,False,
1201,21517,-1,-19,False,
1202,21523,-1,-20,False,
1203,21529,1,-19,False,
1204,21559,1,-18,False,
1205,21577,-1,-19,False,
1206,21589,1,-18,False,
1207,21601,1,-17,False,
1208,21613,-1,-18,False,
1209,21649,1,-17,False,
1210,21661,1,-16,False,
1211,21673,-1,-17,False,
1212,21727,-1,-18,False,
1213,21739,1,-17,False,
1214,21751,1,-16,False,
1215,21757,-1,-17,False,
1216,21787,-1,-18,False,
1217,21799,1,-17,False,
1218,21817,-1,-18,False,
1219,21841,1,-17,False,
1220,21859,1,-16,False,
1221,21871,1,-15,False,
1222,21937,-1,-16,False,
1223,21943,-1,-17,False,
1224,21961,1,-16,False,
1225,21991,1,-15,False,
1226,21997,-1,-16,False,
1227,22003,-1,-17,False,
1228,22027,-1,-18,False,
1229,22039,1,-17,False,
1230,22051,1,-16,False,
1231,22063,-1,-17,False,
1232,22093,-1,-18,False,
1233,22111,1,-17,False,
1234,22123,-1,-18,False,
1235,22129,1,-17,False,
1236,22147,-1,-18,False,
1237,22153,-1,-19,False,
1238,22159,1,-18,False,
1239,22171,1,-17,False,
1240,22189,1,-16,False,
1241,22273,-1,-17,False,
1242,22279,1,-16,False,
1243,22291,1,-15,False,
1244,22303,-1,-16,False,
1245,22369,1,-15,False,
1246,22381,1,-14,False,
1247,22441,1,-13,False,
1248,22447,-1,-14,False,
1249,22453,-1,-15,False,
1250,22483,-1,-16,False,
1251,22501,1,-15,False,
1252,22531,1,-14,False,
1253,22543,-1,-15,False,
1254,22549,1,-14,False,
1255,22567,-1,-15,False,
1256,22573,-1,-16,False,
1257,22621,1,-15,False,
1258,22639,1,-14,False,
1259,22651,1,-13,False,
1260,22669,1,-12,False,
1261,22699,1,-11,False,
1262,22717,-1,-12,False,
1263,22741,1,-11,False,
1264,22777,-1,-12,False,
1265,22783,-1,-13,False,
1266,22807,-1,-14,False,
1267,22861,1,-13,False,
1268,22921,1,-12,False,
1269,22963,-1,-13,False,
1270,22993,-1,-14,False,
1271,23011,1,-13,False,
1272,23017,-1,-14,False,
1273,23029,1,-13,False,
1274,23041,1,-12,False,
1275,23053,-1,-13,False,
1276,23059,1,-12,False,
1277,23071,1,-11,False,
1278,23131,1,-10,False,
1279,23143,-1,-11,False,
1280,23167,-1,-12,False,
1281,23173,-1,-13,False,
1282,23197,-1,-14,False,
1283,23203,-1,-15,False,
1284,23209,1,-14,False,
1285,23227,-1,-15,False,
1286,23251,1,-14,False,
1287,23269,1,-13,False,
1288,23293,-1,-14,False,
1289,23311,1,-13,False,
1290,23371,1,-12,False,
1291,23431,1,-11,False,
1292,23473,-1,-12,False,
1293,23497,-1,-13,False,
1294,23509,1,-12,False,
1295,23539,1,-11,False,
1296,23557,-1,-12,False,
1297,23563,-1,-13,False,
1298,23581,1,-12,False,
1299,23593,-1,-13,False,
1300,23599,1,-12,False,
1301,23623,-1,-13,False,
1302,23629,1,-12,False,
1303,23671,1,-11,False,
1304,23677,-1,-12,False,
1305,23689,1,-11,False,
1306,23719,1,-10,False,
1307,23743,-1,-11,False,
1308,23761,1,-10,False,
1309,23767,-1,-11,False,
1310,23773,-1,-12,False,
1311,23827,-1,-13,False,
1312,23833,-1,-14,False,
1313,23857,-1,-15,False,
1314,23869,1,-14,False,
1315,23887,-1,-15,False,
1316,23893,-1,-16,False,
1317,23899,1,-15,False,
1318,23911,1,-14,False,
1319,23917,-1,-15,False,
1320,23929,1,-14,False,
1321,23971,1,-13,False,
1322,23977,-1,-14,False,
1323,24001,1,-13,False,
1324,24007,-1,-14,False,
1325,24019,1,-13,False,
1326,24043,-1,-14,False,
1327,24049,1,-13,False,
1328,24061,1,-12,False,
1329,24091,1,-11,False,
1330,24097,-1,-12,False,
1331,24103,-1,-13,False,
1332,24109,1,-12,False,
1333,24121,1,-11,False,
1334,24133,-1,-12,False,
1335,24151,1,-11,False,
1336,24169,1,-10,False,
1337,24181,1,-9,False,
1338,24223,-1,-10,False,
1339,24229,1,-9,False,
1340,24247,-1,-10,False,
1341,24337,-1,-11,False,
1342,24373,-1,-12,False,
1343,24379,1,-11,False,
1344,24391,1,-10,False,
1345,24421,1,-9,False,
1346,24439,1,-8,False,
1347,24469,1,-7,False,
1348,24481,1,-6,False,
1349,24499,1,-5,False,
1350,24517,-1,-6,False,
1351,24547,-1,-7,False,
1352,24571,1,-6,False,
1353,24631,1,-5,False,
1354,24691,1,-4,False,
1355,24697,-1,-5,False,
1356,24709,1,-4,False,
1357,24733,-1,-5,False,
1358,24763,-1,-6,False,
1359,24781,1,-5,False,
1360,24793,-1,-6,False,
1361,24799,1,-5,False,
1362,24841,1,-4,False,
1363,24847,-1,-5,False,
1364,24859,1,-4,False,
1365,24877,-1,-5,False,
1366,24889,1,-4,False,
1367,24907,-1,-5,False,
1368,24919,1,-4,False,
1369,24943,-1,-5,False,
1370,24967,-1,-6,False,
1371,24979,1,-5,False,
1372,25033,-1,-6,False,
1373,25057,-1,-7,False,
1374,25087,-1,-8,False,
1375,25111,1,-7,False,
1376,25117,-1,-8,False,
1377,25147,-1,-9,False,
1378,25153,-1,-10,False,
1379,25171,1,-9,False,
1380,25183,-1,-10,False,
1381,25189,1,-9,False,
1382,25219,1,-8,False,
1383,25237,-1,-9,False,
1384,25243,-1,-10,False,
1385,25261,1,-9,False,
1386,25303,-1,-10,False,
1387,25309,1,-9,False,
1388,25321,1,-8,False,
1389,25339,1,-7,False,
1390,25357,-1,-8,False,
1391,25411,1,-7,False,
1392,25423,-1,-8,False,
1393,25447,-1,-9,False,
1394,25453,-1,-10,False,
1395,25471,1,-9,False,
1396,25537,-1,-10,False,
1397,25561,1,-9,False,
1398,25579,1,-8,False,
1399,25603,-1,-9,False,
1400,25609,1,-8,False,
1401,25621,1,-7,False,
1402,25633,-1,-8,False,
1403,25639,1,-7,False,
1404,25657,-1,-8,False,
1405,25693,-1,-9,False,
1406,25717,-1,-10,False,
1407,25741,1,-9,False,
1408,25747,-1,-10,False,
1409,25759,1,-9,False,
1410,25771,1,-8,False,
1411,25801,1,-7,False,
1412,25819,1,-6,False,
1413,25849,1,-5,False,
1414,25867,-1,-6,False,
1415,25873,-1,-7,False,
1416,25903,-1,-8,False,
1417,25933,-1,-9,False,
1418,25939,1,-8,False,
1419,25951,1,-7,False,
1420,25969,1,-6,False,
1421,25981,1,-5,False,
1422,25999,1,-4,False,
1423,26017,-1,-5,False,
1424,26029,1,-4,False,
1425,26041,1,-3,False,
1426,26053,-1,-4,False,
1427,26083,-1,-5,False,
1428,26107,-1,-6,False,
1429,26113,-1,-7,False,
1430,26119,1,-6,False,
1431,26161,1,-5,False,
1432,26203,-1,-6,False,
1433,26209,1,-5,False,
1434,26227,-1,-6,False,
1435,26251,1,-5,False,
1436,26263,-1,-6,False,
1437,26293,-1,-7,False,
1438,26317,-1,-8,False,
1439,26347,-1,-9,False,
1440,26371,1,-8,False,
1441,26407,-1,-9,False,
1442,26431,1,-8,False,
1443,26437,-1,-9,False,
1444,26449,1,-8,False,
1445,26479,1,-7,False,
1446,26497,-1,-8,False,
1447,26539,1,-7,False,
1448,26557,-1,-8,False,
1449,26641,1,-7,False,
1450,26647,-1,-8,False,
1451,26683,-1,-9,False,
1452,26701,1,-8,False,
1453,26713,-1,-9,False,
1454,26731,1,-8,False,
1455,26737,-1,-9,False,
1456,26821,1,-8,False,
1457,26833,-1,-9,False,
1458,26839,1,-8,False,
1459,26863,-1,-9,False,
1460,26881,1,-8,False,
1461,26893,-1,-9,False,
1462,26947,-1,-10,False,
1463,26953,-1,-11,False,
1464,26959,1,-10,False,
1465,27031,1,-9,False,
1466,27043,-1,-10,False,
1467,27061,1,-9,False,
1468,27067,-1,-10,False,
1469,27073,-1,-11,False,
1470,27091,1,-10,False,
1471,27103,-1,-11,False,
1472,27109,1,-10,False,
1473,27127,-1,-11,False,
1474,27211,1,-10,False,
1475,27241,1,-9,False,
1476,27253,-1,-10,False,
1477,27259,1,-9,False,
1478,27271,1,-8,False,
1479,27277,-1,-9,False,
1480,27283,-1,-10,False,
1481,27337,-1,-11,False,
1482,27361,1,-10,False,
1483,27367,-1,-11,False,
1484,27397,-1,-12,False,
1485,27409,1,-11,False,
1486,27427,-1,-12,False,
1487,27457,-1,-13,False,
1488,27481,1,-12,False,
1489,27487,-1,-13,False,
1490,27529,1,-12,False,
1491,27541,1,-11,False,
1492,27583,-1,-12,False,
1493,27631,1,-11,False,
1494,27673,-1,-12,False,
1495,27691,1,-11,False,
1496,27697,-1,-12,False,
1497,27733,-1,-13,False,
1498,27739,1,-12,False,
1499,27751,1,-11,False,
1500,27763,-1,-12,False,
1501,27793,-1,-13,False,
1502,27799,1,-12,False,
1503,27817,-1,-13,False,
1504,27823,-1,-14,False,
1505,27847,-1,-15,False,
1506,27883,-1,-16,False,
1507,27901,1,-15,False,
1508,27919,1,-14,False,
1509,27943,-1,-15,False,
1510,27961,1,-14,False,
1511,27967,-1,-15,False,
1512,27997,-1,-16,False,
1513,28027,-1,-17,False,
1514,28051,1,-16,False,
1515,28057,-1,-17,False,
1516,28069,1,-16,False,
1517,28081,1,-15,False,
1518,28087,-1,-16,False,
1519,28099,1,-15,False,
1520,28111,1,-14,False,
1521,28123,-1,-15,False,
1522,28183,-1,-16,False,
1523,28201,1,-15,False,
1524,28219,1,-14,False,
1525,28279,1,-13,False,
1526,28297,-1,-14,False,
1527,28309,1,-13,False,
1528,28351,1,-12,False,
1529,28387,-1,-13,False,
1530,28393,-1,-14,False,
1531,28411,1,-13,False,
1532,28429,1,-12,False,
1533,28447,-1,-13,False,
1534,28477,-1,-14,False,
1535,28513,-1,-15,False,
1536,28537,-1,-16,False,
1537,28549,1,-15,False,
1538,28573,-1,-16,False,
1539,28579,1,-15,False,
1540,28591,1,-14,False,
1541,28597,-1,-15,False,
1542,28603,-1,-16,False,
1543,28621,1,-15,False,
1544,28627,-1,-16,False,
1545,28657,-1,-17,False,
1546,28663,-1,-18,False,
1547,28669,1,-17,False,
1548,28687,-1,-18,False,
1549,28711,1,-17,False,
1550,28723,-1,-18,False,
1551,28729,1,-17,False,
1552,28753,-1,-18,False,
1553,28759,1,-17,False,
1554,28771,1,-16,False,
1555,28789,1,-15,False,
1556,28807,-1,-16,False,
1557,28813,-1,-17,False,
1558,28837,-1,-18,False,
1559,28843,-1,-19,False,
1560,28867,-1,-20,False,
1561,28879,1,-19,False,
1562,28909,1,-18,False,
1563,28921,1,-17,False,
1564,28927,-1,-18,False,
1565,28933,-1,-19,False,
1566,29017,-1,-20,False,
1567,29023,-1,-21,False,
1568,29059,1,-20,False,
1569,29077,-1,-21,False,
1570,29101,1,-20,False,
1571,29131,1,-19,False,
1572,29137,-1,-20,False,
1573,29167,-1,-21,False,
1574,29173,-1,-22,False,
1575,29179,1,-21,False,
1576,29191,1,-20,False,
1577,29209,1,-19,False,
1578,29221,1,-18,False,
1579,29251,1,-17,False,
1580,29269,1,-16,False,
1581,29287,-1,-17,False,
1582,29311,1,-16,False,
1583,29347,-1,-17,False,
1584,29383,-1,-18,False,
1585,29389,1,-17,False,
1586,29401,1,-16,False,
1587,29437,-1,-17,False,
1588,29443,-1,-18,False,
1589,29473,-1,-19,False,
1590,29527,-1,-20,False,
1591,29569,1,-19,False,
1592,29581,1,-18,False,
1593,29587,-1,-19,False,
1594,29599,1,-18,False,
1595,29611,1,-17,False,
1596,29629,1,-16,False,
1597,29641,1,-15,False,
1598,29671,1,-14,False,
1599,29683,-1,-15,False,
1600,29761,1,-14,False,
1601,29803,-1,-15,False,
1602,29833,-1,-16,False,
1603,29851,1,-15,False,
1604,29863,-1,-16,False,
1605,29881,1,-15,False,
1606,29917,-1,-16,False,
1607,29947,-1,-17,False,
1608,29959,1,-16,False,
1609,29983,-1,-17,False,
1610,29989,1,-16,False,
1611,30013,-1,-17,False,
1612,30091,1,-16,False,
1613,30097,-1,-17,False,
1614,30103,-1,-18,False,
1615,30109,1,-17,False,
1616,30133,-1,-18,False,
1617,30139,1,-17,False,
1618,30169,1,-16,False,
1619,30181,1,-15,False,
1620,30187,-1,-16,False,
1621,30211,1,-15,False,
1622,30223,-1,-16,False,
1623,30241,1,-15,False,
1624,30253,-1,-16,False,
1625,30259,1,-15,False,
1626,30271,1,-14,False,
1627,30307,-1,-15,False,
1628,30313,-1,-16,False,
1629,30319,1,-15,False,
1630,30367,-1,-16,False,
1631,30391,1,-15,False,
1632,30403,-1,-16,False,
1633,30427,-1,-17,False,
1634,30469,1,-16,False,
1635,30493,-1,-17,False,
1636,30517,-1,-18,False,
1637,30529,1,-17,False,
1638,30553,-1,-18,False,
1639,30559,1,-17,False,
1640,30577,-1,-18,False,
1641,30631,1,-17,False,
1642,30637,-1,-18,False,
1643,30643,-1,-19,False,
1644,30649,1,-18,False,
1645,30661,1,-17,False,
1646,30697,-1,-18,False,
1647,30703,-1,-19,False,
1648,30727,-1,-20,False,
1649,30757,-1,-21,False,
1650,30763,-1,-22,False,
1651,30781,1,-21,False,
1652,30817,-1,-22,False,
1653,30829,1,-21,False,
1654,30841,1,-20,False,
1655,30853,-1,-21,False,
1656,30859,1,-20,False,
1657,30871,1,-19,False,
1658,30931,1,-18,False,
1659,30937,-1,-19,False,
1660,30949,1,-18,False,
1661,31033,-1,-19,False,
1662,31039,1,-18,False,
1663,31051,1,-17,False,
1664,31063,-1,-18,False,
1665,31069,1,-17,False,
1666,31081,1,-16,False,
1667,31123,-1,-17,False,
1668,31147,-1,-18,False,
1669,31153,-1,-19,False,
1670,31159,1,-18,False,
1671,31177,-1,-19,False,
1672,31183,-1,-20,False,
1673,31189,1,-19,False,
1674,31219,1,-18,False,
1675,31231,1,-17,False,
1676,31237,-1,-18,False,
1677,31249,1,-17,False,
1678,31267,-1,-18,False,
1679,31321,1,-17,False,
1680,31327,-1,-18,False,
1681,31333,-1,-19,False,
1682,31357,-1,-20,False,
1683,31387,-1,-21,False,
1684,31393,-1,-22,False,
1685,31477,-1,-23,False,
1686,31489,1,-22,False,
1687,31513,-1,-23,False,
1688,31531,1,-22,False,
1689,31543,-1,-23,False,
1690,31567,-1,-24,False,
1691,31573,-1,-25,False,
1692,31627,-1,-26,False,
1693,31657,-1,-27,False,
1694,31663,-1,-28,False,
1695,31687,-1,-29,False,
1696,31699,1,-28,False,
1697,31723,-1,-29,False,
1698,31729,1,-28,False,
1699,31741,1,-27,False,
1700,31771,1,-26,False,
1701,31849,1,-25,False,
1702,31873,-1,-26,False,
1703,31891,1,-25,False,
1704,31957,-1,-26,False,
1705,31963,-1,-27,False,
1706,31981,1,-26,False,
1707,32029,1,-25,False,
1708,32059,1,-24,False,
1709,32077,-1,-25,False,
1710,32083,-1,-26,False,
1711,32089,1,-25,False,
1712,32119,1,-24,False,
1713,32143,-1,-25,False,
1714,32173,-1,-26,False,
1715,32191,1,-25,False,
1716,32203,-1,-26,False,
1717,32233,-1,-27,False,
1718,32251,1,-26,False,
1719,32257,-1,-27,False,
1720,32299,1,-26,False,
1721,32323,-1,-27,False,
1722,32341,1,-26,False,
1723,32353,-1,-27,False,
1724,32359,1,-26,False,
1725,32371,1,-25,False,
1726,32377,-1,-26,False,
1727,32401,1,-25,False,
1728,32413,-1,-26,False,
1729,32443,-1,-27,False,
1730,32467,-1,-28,False,
1731,32479,1,-27,False,
1732,32491,1,-26,False,
1733,32497,-1,-27,False,
1734,32503,-1,-28,False,
1735,32533,-1,-29,False,
1736,32563,-1,-30,False,
1737,32569,1,-29,False,
1738,32587,-1,-30,False,
1739,32611,1,-29,False,
1740,32647,-1,-30,False,
1741,32653,-1,-31,False,
1742,32707,-1,-32,False,
1743,32713,-1,-33,False,
1744,32719,1,-32,False,
1745,32749,1,-31,False,
1746,32779,1,-30,False,
1747,32797,-1,-31,False,
1748,32803,-1,-32,False,
1749,32833,-1,-33,False,
1750,32839,1,-32,False,
1751,32869,1,-31,False,
1752,32887,-1,-32,False,
1753,32911,1,-31,False,
1754,32917,-1,-32,False,
1755,32941,1,-31,False,
1756,32971,1,-30,False,
1757,32983,-1,-31,False,
1758,33013,-1,-32,False,
1759,33037,-1,-33,False,
1760,33049,1,-32,False,
1761,33073,-1,-33,False,
1762,33091,1,-32,False,
1763,33151,1,-31,False,
1764,33181,1,-30,False,
1765,33199,1,-29,False,
1766,33211,1,-28,False,
1767,33223,-1,-29,False,
1768,33247,-1,-30,False,
1769,33289,1,-29,False,
1770,33301,1,-28,False,
1771,33331,1,-27,False,
1772,33343,-1,-28,False,
1773,33349,1,-27,False,
1774,33391,1,-26,False,
1775,33403,-1,-27,False,
1776,33409,1,-26,False,
1777,33427,-1,-27,False,
1778,33457,-1,-28,False,
1779,33469,1,-27,False,
1780,33487,-1,-28,False,
1781,33493,-1,-29,False,
1782,33529,1,-28,False,
1783,33547,-1,-29,False,
1784,33577,-1,-30,False,
1785,33589,1,-29,False,
1786,33601,1,-28,False,
1787,33613,-1,-29,False,
1788,33619,1,-28,False,
1789,33637,-1,-29,False,
1790,33679,1,-28,False,
1791,33703,-1,-29,False,
1792,33721,1,-28,False,
1793,33739,1,-27,False,
1794,33751,1,-26,False,
1795,33757,-1,-27,False,
1796,33769,1,-26,False,
1797,33811,1,-25,False,
1798,33829,1,-24,False,
1799,33871,1,-23,False,
1800,33889,1,-22,False,
1801,33931,1,-21,False,
1802,33937,-1,-22,False,
1803,33961,1,-21,False,
1804,33967,-1,-22,False,
1805,33997,-1,-23,False,
1806,34033,-1,-24,False,
1807,34039,1,-23,False,
1808,34057,-1,-24,False,
1809,34123,-1,-25,False,
1810,34129,1,-24,False,
1811,34141,1,-23,False,
1812,34147,-1,-24,False,
1813,34159,1,-23,False,
1814,34171,1,-22,False,
1815,34183,-1,-23,False,
1816,34213,-1,-24,False,
1817,34231,1,-23,False,
1818,34261,1,-22,False,
1819,34267,-1,-23,False,
1820,34273,-1,-24,False,
1821,34297,-1,-25,False,
1822,34303,-1,-26,False,
1823,34327,-1,-27,False,
1824,34351,1,-26,False,
1825,34369,1,-25,False,
1826,34381,1,-24,False,
1827,34429,1,-23,False,
1828,34471,1,-22,False,
1829,34483,-1,-23,False,
1830,34501,1,-22,False,
1831,34513,-1,-23,False,
1832,34519,1,-22,False,
1833,34537,-1,-23,False,
1834,34543,-1,-24,False,
1835,34549,1,-23,False,
1836,34591,1,-22,False,
1837,34603,-1,-23,False,
1838,34651,1,-22,False,
1839,34687,-1,-23,False,
1840,34693,-1,-24,False,
1841,34729,1,-23,False,
1842,34747,-1,-24,False,
1843,34759,1,-23,False,
1844,34807,-1,-24,False,
1845,34819,1,-23,False,
1846,34843,-1,-24,False,
1847,34849,1,-23,False,
1848,34897,-1,-24,False,
1849,34939,1,-23,False,
1850,34963,-1,-24,False,
1851,34981,1,-23,False,
1852,35023,-1,-24,False,
1853,35053,-1,-25,False,
1854,35059,1,-24,False,
1855,35083,-1,-25,False,
1856,35089,1,-24,False,
1857,35107,-1,-25,False,
1858,35149,1,-24,False,
1859,35221,1,-23,False,
1860,35227,-1,-24,False,
1861,35251,1,-23,False,
1862,35257,-1,-24,False,
1863,35281,1,-23,False,
1864,35311,1,-22,False,
1865,35317,-1,-23,False,
1866,35323,-1,-24,False,
1867,35353,-1,-25,False,
1868,35401,1,-24,False,
1869,35407,-1,-25,False,
1870,35419,1,-24,False,
1871,35437,-1,-25,False,
1872,35449,1,-24,False,
1873,35461,1,-23,False,
1874,35491,1,-22,False,
1875,35509,1,-21,False,
1876,35521,1,-20,False,
1877,35527,-1,-21,False,
1878,35533,-1,-22,False,
1879,35569,1,-21,False,
1880,35593,-1,-22,False,
1881,35617,-1,-23,False,
1882,35671,1,-22,False,
1883,35677,-1,-23,False,
1884,35731,1,-22,False,
1885,35797,-1,-23,False,
1886,35803,-1,-24,False,
1887,35809,1,-23,False,
1888,35839,1,-22,False,
1889,35851,1,-21,False,
1890,35863,-1,-22,False,
1891,35869,1,-21,False,
1892,35899,1,-20,False,
1893,35911,1,-19,False,
1894,35923,-1,-20,False,
1895,35977,-1,-21,False,
1896,35983,-1,-22,False,
1897,36007,-1,-23,False,
1898,36013,-1,-24,False,
1899,36037,-1,-25,False,
1900,36061,1,-24,False,
1901,36067,-1,-25,False,
1902,36073,-1,-26,False,
1903,36097,-1,-27,False,
1904,36109,1,-26,False,
1905,36151,1,-25,False,
1906,36187,-1,-26,False,
1907,36217,-1,-27,False,
1908,36229,1,-26,False,
1909,36241,1,-25,False,
1910,36277,-1,-26,False,
1911,36307,-1,-27,False,
1912,36313,-1,-28,False,
1913,36319,1,-27,False,
1914,36343,-1,-28,False,
1915,36373,-1,-29,False,
1916,36433,-1,-30,False,
1917,36451,1,-29,False,
1918,36457,-1,-30,False,
1919,36469,1,-29,False,
1920,36493,-1,-30,False,
1921,36523,-1,-31,False,
1922,36529,1,-30,False,
1923,36541,1,-29,False,
1924,36559,1,-28,False,
1925,36571,1,-27,False,
1926,36583,-1,-28,False,
1927,36607,-1,-29,False,
1928,36637,-1,-30,False,
1929,36643,-1,-31,False,
1930,36691,1,-30,False,
1931,36697,-1,-31,False,
1932,36709,1,-30,False,
1933,36721,1,-29,False,
1934,36739,1,-28,False,
1935,36781,1,-27,False,
1936,36787,-1,-28,False,
1937,36793,-1,-29,False,
1938,36847,-1,-30,False,
1939,36871,1,-29,False,
1940,36877,-1,-30,False,
1941,36901,1,-29,False,
1942,36913,-1,-30,False,
1943,36919,1,-29,False,
1944,36931,1,-28,False,
1945,36943,-1,-29,False,
1946,36973,-1,-30,False,
1947,36979,1,-29,False,
1948,36997,-1,-30,False,
1949,37003,-1,-31,False,
1950,37021,1,-30,False,
1951,37039,1,-29,False,
1952,37057,-1,-30,False,
1953,37087,-1,-31,False,
1954,37117,-1,-32,False,
1955,37123,-1,-33,False,
1956,37159,1,-32,False,
1957,37171,1,-31,False,
1958,37189,1,-30,False,
1959,37201,1,-29,False,
1960,37243,-1,-30,False,
1961,37273,-1,-31,False,
1962,37309,1,-30,False,
1963,37321,1,-29,False,
1964,37339,1,-28,False,
1965,37357,-1,-29,False,
1966,37363,-1,-30,False,
1967,37369,1,-29,False,
1968,37423,-1,-30,False,
1969,37441,1,-29,False,
1970,37447,-1,-30,False,
1971,37483,-1,-31,False,
1972,37489,1,-30,False,
1973,37501,1,-29,False,
1974,37507,-1,-30,False,
1975,37537,-1,-31,False,
1976,37549,1,-30,False,
1977,37561,1,-29,False,
1978,37567,-1,-30,False,
1979,37573,-1,-31,False,
1980,37579,1,-30,False,
1981,37591,1,-29,False,
1982,37633,-1,-30,False,
1983,37657,-1,-31,False,
1984,37663,-1,-32,False,
1985,37693,-1,-33,False,
1986,37699,1,-32,False,
1987,37717,-1,-33,False,
1988,37747,-1,-34,False,
1989,37783,-1,-35,False,
1990,37813,-1,-36,False,
1991,37831,1,-35,False,
1992,37861,1,-34,False,
1993,37879,1,-33,False,
1994,37897,-1,-34,False,
1995,37951,1,-33,False,
1996,37957,-1,-34,False,
1997,37963,-1,-35,False,
