n,prime,chi5,S_n,is_tie,gap_to_next_tie
139,1831,1,-5,False,
140,1861,1,-4,False,
141,1867,-1,-5,False,
142,1873,-1,-6,False,
143,1879,1,-5,False,
144,1933,-1,-6,False,
145,1951,1,-5,False,
146,1987,-1,-6,False,
147,1993,-1,-7,False,
148,1999,1,-6,False,
149,2011,1,-5,False,
150,2017,-1,-6,False,
151,2029,1,-5,False,
152,2053,-1,-6,False,
153,2083,-1,-7,False,
154,2089,1,-6,False,
155,2113,-1,-7,False,
156,2131,1,-6,False,
157,2137,-1,-7,False,
158,2143,-1,-8,False,
159,2161,1,-7,False,
160,2179,1,-6,False,
161,2203,-1,-7,False,
162,2221,1,-6,False,
163,2239,1,-5,False,
164,2251,1,-4,False,
165,2269,1,-3,False,
166,2281,1,-2,False,
167,2287,-1,-3,False,
168,2293,-1,-4,False,
169,2311,1,-3,False,
170,2341,1,-2,False,
171,2347,-1,-3,False,
172,2371,1,-2,False,
173,2377,-1,-3,False,
174,2383,-1,-4,False,
175,2389,1,-3,False,
176,2437,-1,-4,False,
177,2467,-1,-5,False,
178,2473,-1,-6,False,
179,2503,-1,-7,False,
180,2521,1,-6,False,
181,2539,1,-5,False,
182,2551,1,-4,False,
183,2557,-1,-5,False,
184,2593,-1,-6,False,
185,2617,-1,-7,False,
186,2647,-1,-8,False,
187,2659,1,-7,False,
188,2671,1,-6,False,
189,2677,-1,-7,False,
190,2683,-1,-8,False,
191,2689,1,-7,False,
192,2707,-1,-8,False,
193,2713,-1,-9,False,
194,2719,1,-8,False,
195,2731,1,-7,False,
196,2749,1,-6,False,
197,2767,-1,-7,False,
198,2791,1,-6,False,
199,2797,-1,-7,False,
200,2803,-1,-8,False,
201,2833,-1,-9,False,
202,2851,1,-8,False,
203,2857,-1,-9,False,
204,2887,-1,-10,False,
205,2917,-1,-11,False,
206,2953,-1,-12,False,
207,2971,1,-11,False,
208,3001,1,-10,False,
209,3019,1,-9,False,
210,3037,-1,-10,False,
211,3049,1,-9,False,
212,3061,1,-8,False,
213,3067,-1,-9,False,
214,3079,1,-8,False,
215,3109,1,-7,False,
216,3121,1,-6,False,
217,3163,-1,-7,False,
218,3169,1,-6,False,
219,3181,1,-5,False,
220,3187,-1,-6,False,
221,3217,-1,-7,False,
222,3229,1,-6,False,
223,3253,-1,-7,False,
224,3259,1,-6,False,
225,3271,1,-5,False,
226,3301,1,-4,False,
227,3307,-1,-5,False,
228,3313,-1,-6,False,
229,3319,1,-5,False,
230,3331,1,-4,False,
231,3343,-1,-5,False,
232,3361,1,-4,False,
233,3373,-1,-5,False,
234,3391,1,-4,False,
235,3433,-1,-5,False,
236,3457,-1,-6,False,
237,3463,-1,-7,False,
238,3469,1,-6,False,
239,3499,1,-5,False,
240,3511,1,-4,False,
241,3517,-1,-5,False,
242,3529,1,-4,False,
243,3541,1,-3,False,
244,3547,-1,-4,False,
245,3559,1,-3,False,
246,3571,1,-2,False,
247,3583,-1,-3,False,
248,3607,-1,-4,False,
249,3613,-1,-5,False,
250,3631,1,-4,False,
251,3637,-1,-5,False,
252,3643,-1,-6,False,
253,3673,-1,-7,False,
254,3691,1,-6,False,
255,3697,-1,-7,False,
256,3709,1,-6,False,
257,3727,-1,-7,False,
258,3733,-1,-8,False,
259,3739,1,-7,False,
260,3769,1,-6,False,
261,3793,-1,-7,False,
262,3823,-1,-8,False,
263,3847,-1,-9,False,
264,3853,-1,-10,False,
265,3877,-1,-11,False,
266,3889,1,-10,False,
267,3907,-1,-11,False,
268,3919,1,-10,False,
269,3931,1,-9,False,
270,3943,-1,-10,False,
271,3967,-1,-11,False,
272,4003,-1,-12,False,
273,4021,1,-11,False,
274,4027,-1,-12,False,
275,4051,1,-11,False,
276,4057,-1,-12,False,
277,4093,-1,-13,False,
278,4099,1,-12,False,
279,4111,1,-11,False,
280,4129,1,-10,False,
281,4153,-1,-11,False,
282,4159,1,-10,False,
283,4177,-1,-11,False,
284,4201,1,-10,False,
285,4219,1,-9,False,
286,4231,1,-8,False,
287,4243,-1,-9,False,
288,4261,1,-8,False,
289,4273,-1,-9,False,
290,4297,-1,-10,False,
291,4327,-1,-11,False,
292,4339,1,-10,False,
293,4357,-1,-11,False,
294,4363,-1,-12,False,
295,4423,-1,-13,False,
296,4441,1,-12,False,
297,4447,-1,-13,False,
298,4483,-1,-14,False,
299,4507,-1,-15,False,
300,4513,-1,-16,False,
301,4519,1,-15,False,
302,4549,1,-14,False,
303,4561,1,-13,False,
304,4567,-1,-14,False,
305,4591,1,-13,False,
306,4597,-1,-14,False,
307,4603,-1,-15,False,
308,4621,1,-14,False,
309,4639,1,-13,False,
310,4651,1,-12,False,
311,4657,-1,-13,False,
312,4663,-1,-14,False,
313,4723,-1,-15,False,
314,4729,1,-14,False,
315,4759,1,-13,False,
316,4783,-1,-14,False,
317,4789,1,-13,False,
318,4801,1,-12,False,
319,4813,-1,-13,False,
320,4831,1,-12,False,
321,4861,1,-11,False,
322,4903,-1,-12,False,
323,4909,1,-11,False,
324,4933,-1,-12,False,
325,4951,1,-11,False,
326,4957,-1,-12,False,
327,4969,1,-11,False,
328,4987,-1,-12,False,
329,4993,-1,-13,False,
330,4999,1,-12,False,
331,5011,1,-11,False,
332,5023,-1,-12,False,
333,5059,1,-11,False,
334,5077,-1,-12,False,
335,5101,1,-11,False,
336,5107,-1,-12,False,
337,5113,-1,-13,False,
338,5119,1,-12,False,
339,5167,-1,-13,False,
340,5179,1,-12,False,
341,5197,-1,-13,False,
342,5209,1,-12,False,
343,5227,-1,-13,False,
344,5233,-1,-14,False,
345,5281,1,-13,False,
346,5323,-1,-14,False,
347,5347,-1,-15,False,
348,5407,-1,-16,False,
349,5413,-1,-17,False,
350,5419,1,-16,False,
351,5431,1,-15,False,
352,5437,-1,-16,False,
353,5443,-1,-17,False,
354,5449,1,-16,False,
355,5479,1,-15,False,
356,5503,-1,-16,False,
357,5521,1,-15,False,
358,5527,-1,-16,False,
359,5557,-1,-17,False,
360,5563,-1,-18,False,
361,5569,1,-17,False,
362,5581,1,-16,False,
363,5623,-1,-17,False,
364,5641,1,-16,False,
365,5647,-1,-17,False,
366,5653,-1,-18,False,
367,5659,1,-17,False,
368,5683,-1,-18,False,
369,5689,1,-17,False,
370,5701,1,-16,False,
371,5737,-1,-17,False,
372,5743,-1,-18,False,
373,5749,1,-17,False,
374,5779,1,-16,False,
375,5791,1,-15,False,
376,5821,1,-14,False,
377,5827,-1,-15,False,
378,5839,1,-14,False,
379,5851,1,-13,False,
380,5857,-1,-14,False,
381,5869,1,-13,False,
382,5881,1,-12,False,
383,5923,-1,-13,False,
384,5953,-1,-14,False,
385,6007,-1,-15,False,
386,6037,-1,-16,False,
387,6043,-1,-17,False,
388,6067,-1,-18,False,
389,6073,-1,-19,False,
390,6079,1,-18,False,
391,6091,1,-17,False,
392,6121,1,-16,False,
393,6133,-1,-17,False,
394,6151,1,-16,False,
395,6163,-1,-17,False,
396,6199,1,-16,False,
397,6211,1,-15,False,
398,6217,-1,-16,False,
399,6229,1,-15,False,
400,6247,-1,-16,False,
401,6271,1,-15,False,
402,6277,-1,-16,False,
403,6301,1,-15,False,
404,6337,-1,-16,False,
405,6343,-1,-17,False,
406,6361,1,-16,False,
407,6367,-1,-17,False,
408,6373,-1,-18,False,
409,6379,1,-17,False,
410,6397,-1,-18,False,
411,6421,1,-17,False,
412,6427,-1,-18,False,
413,6451,1,-17,False,
414,6469,1,-16,False,
415,6481,1,-15,False,
416,6529,1,-14,False,
417,6547,-1,-15,False,
418,6553,-1,-16,False,
419,6571,1,-15,False,
420,6577,-1,-16,False,
421,6607,-1,-17,False,
422,6619,1,-16,False,
423,6637,-1,-17,False,
424,6661,1,-16,False,
425,6673,-1,-17,False,
426,6679,1,-16,False,
427,6691,1,-15,False,
428,6703,-1,-16,False,
429,6709,1,-15,False,
430,6733,-1,-16,False,
431,6763,-1,-17,False,
432,6781,1,-16,False,
433,6793,-1,-17,False,
434,6823,-1,-18,False,
435,6829,1,-17,False,
436,6841,1,-16,False,
437,6871,1,-15,False,
438,6883,-1,-16,False,
439,6907,-1,-17,False,
440,6949,1,-16,False,
441,6961,1,-15,False,
442,6967,-1,-16,False,
443,6991,1,-15,False,
444,6997,-1,-16,False,
445,7027,-1,-17,False,
446,7039,1,-16,False,
447,7057,-1,-17,False,
448,7069,1,-16,False,
449,7129,1,-15,False,
450,7159,1,-14,False,
451,7177,-1,-15,False,
452,7207,-1,-16,False,
453,7213,-1,-17,False,
454,7219,1,-16,False,
455,7237,-1,-17,False,
456,7243,-1,-18,False,
457,7297,-1,-19,False,
458,7309,1,-18,False,
459,7321,1,-17,False,
460,7333,-1,-18,False,
461,7351,1,-17,False,
462,7369,1,-16,False,
463,7393,-1,-17,False,
464,7411,1,-16,False,
465,7417,-1,-17,False,
466,7459,1,-16,False,
467,7477,-1,-17,False,
468,7489,1,-16,False,
469,7507,-1,-17,False,
470,7537,-1,-18,False,
471,7549,1,-17,False,
472,7561,1,-16,False,
473,7573,-1,-17,False,
474,7591,1,-16,False,
475,7603,-1,-17,False,
476,7621,1,-16,False,
477,7639,1,-15,False,
478,7669,1,-14,False,
479,7681,1,-13,False,
480,7687,-1,-14,False,
481,7699,1,-13,False,
482,7717,-1,-14,False,
483,7723,-1,-15,False,
484,7741,1,-14,False,
485,7753,-1,-15,False,
486,7759,1,-14,False,
487,7789,1,-13,False,
488,7867,-1,-14,False,
489,7873,-1,-15,False,
490,7879,1,-14,False,
491,7927,-1,-15,False,
492,7933,-1,-16,False,
493,7951,1,-15,False,
494,7963,-1,-16,False,
495,7993,-1,-17,False,
496,8011,1,-16,False,
497,8017,-1,-17,False,
498,8053,-1,-18,False,
499,8059,1,-17,False,
500,8089,1,-16,False,
501,8101,1,-15,False,
502,8161,1,-14,False,
503,8167,-1,-15,False,
504,8179,1,-14,False,
505,8191,1,-13,False,
506,8209,1,-12,False,
507,8221,1,-11,False,
508,8233,-1,-12,False,
509,8263,-1,-13,False,
510,8269,1,-12,False,
511,8287,-1,-13,False,
512,8293,-1,-14,False,
513,8311,1,-13,False,
514,8317,-1,-14,False,
515,8329,1,-13,False,
516,8353,-1,-14,False,
517,8377,-1,-15,False,
518,8389,1,-14,False,
519,8419,1,-13,False,
520,8431,1,-12,False,
521,8443,-1,-13,False,
522,8461,1,-12,False,
523,8467,-1,-13,False,
524,8521,1,-12,False,
525,8527,-1,-13,False,
526,8539,1,-12,False,
527,8563,-1,-13,False,
528,8581,1,-12,False,
529,8599,1,-11,False,
530,8623,-1,-12,False,
531,8629,1,-11,False,
532,8641,1,-10,False,
533,8647,-1,-11,False,
534,8677,-1,-12,False,
535,8689,1,-11,False,
536,8707,-1,-12,False,
537,8713,-1,-13,False,
538,8719,1,-12,False,
539,8731,1,-11,False,
540,8737,-1,-12,False,
541,8761,1,-11,False,
542,8779,1,-10,False,
543,8803,-1,-11,False,
544,8821,1,-10,False,
545,8839,1,-9,False,
546,8863,-1,-10,False,
547,8887,-1,-11,False,
548,8893,-1,-12,False,
549,8923,-1,-13,False,
550,8929,1,-12,False,
551,8941,1,-11,False,
552,8971,1,-10,False,
553,9001,1,-9,False,
554,9007,-1,-10,False,
555,9013,-1,-11,False,
556,9043,-1,-12,False,
557,9049,1,-11,False,
558,9067,-1,-12,False,
559,9091,1,-11,False,
560,9103,-1,-12,False,
561,9109,1,-11,False,
562,9127,-1,-12,False,
563,9133,-1,-13,False,
564,9151,1,-12,False,
565,9157,-1,-13,False,
566,9181,1,-12,False,
567,9187,-1,-13,False,
568,9199,1,-12,False,
569,9241,1,-11,False,
570,9277,-1,-12,False,
571,9283,-1,-13,False,
572,9319,1,-12,False,
573,9337,-1,-13,False,
574,9343,-1,-14,False,
575,9349,1,-13,False,
576,9391,1,-12,False,
577,9397,-1,-13,False,
578,9403,-1,-14,False,
579,9421,1,-13,False,
580,9433,-1,-14,False,
581,9439,1,-13,False,
582,9463,-1,-14,False,
583,9511,1,-13,False,
584,9547,-1,-14,False,
585,9601,1,-13,False,
586,9613,-1,-14,False,
587,9619,1,-13,False,
588,9631,1,-12,False,
589,9643,-1,-13,False,
590,9649,1,-12,False,
591,9661,1,-11,False,
592,9679,1,-10,False,
593,9697,-1,-11,False,
594,9721,1,-10,False,
595,9733,-1,-11,False,
596,9739,1,-10,False,
597,9769,1,-9,False,
598,9781,1,-8,False,
599,9787,-1,-9,False,
600,9811,1,-8,False,
601,9817,-1,-9,False,
602,9829,1,-8,False,
603,9859,1,-7,False,
604,9871,1,-6,False,
605,9883,-1,-7,False,
606,9901,1,-6,False,
607,9907,-1,-7,False,
608,9931,1,-6,False,
609,9949,1,-5,False,
610,9967,-1,-6,False,
611,9973,-1,-7,False,
612,10009,1,-6,False,
613,10039,1,-5,False,
614,10069,1,-4,False,
615,10093,-1,-5,False,
616,10099,1,-4,False,
617,10111,1,-3,False,
618,10141,1,-2,False,
619,10159,1,-1,False,
620,10177,-1,-2,False,
621,10243,-1,-3,False,
622,10267,-1,-4,False,
623,10273,-1,-5,False,
624,10303,-1,-6,False,
625,10321,1,-5,False,
626,10333,-1,-6,False,
627,10357,-1,-7,False,
628,10369,1,-6,False,
629,10399,1,-5,False,
630,10429,1,-4,False,
631,10453,-1,-5,False,
632,10459,1,-4,False,
633,10477,-1,-5,False,
634,10501,1,-4,False,
635,10513,-1,-5,False,
636,10531,1,-4,False,
637,10567,-1,-5,False,
638,10597,-1,-6,False,
639,10627,-1,-7,False,
640,10639,1,-6,False,
641,10651,1,-5,False,
642,10657,-1,-6,False,
643,10663,-1,-7,False,
644,10687,-1,-8,False,
645,10711,1,-7,False,
646,10723,-1,-8,False,
647,10729,1,-7,False,
648,10753,-1,-8,False,
649,10771,1,-7,False,
650,10789,1,-6,False,
651,10831,1,-5,False,
652,10837,-1,-6,False,
653,10861,1,-5,False,
654,10867,-1,-6,False,
655,10891,1,-5,False,
656,10903,-1,-6,False,
657,10909,1,-5,False,
658,10939,1,-4,False,
659,10957,-1,-5,False,
660,10987,-1,-6,False,
661,10993,-1,-7,False,
662,11047,-1,-8,False,
663,11059,1,-7,False,
664,11071,1,-6,False,
665,11083,-1,-7,False,
666,11113,-1,-8,False,
667,11119,1,-7,False,
668,11131,1,-6,False,
669,11149,1,-5,False,
670,11161,1,-4,False,
671,11173,-1,-5,False,
672,11197,-1,-6,False,
673,11239,1,-5,False,
674,11251,1,-4,False,
675,11257,-1,-5,False,
676,11287,-1,-6,False,
677,11299,1,-5,False,
678,11311,1,-4,False,
679,11317,-1,-5,False,
680,11329,1,-4,False,
681,11353,-1,-5,False,
682,11383,-1,-6,False,
683,11437,-1,-7,False,
684,11443,-1,-8,False,
685,11467,-1,-9,False,
686,11491,1,-8,False,
687,11497,-1,-9,False,
688,11503,-1,-10,False,
689,11527,-1,-11,False,
690,11551,1,-10,False,
691,11587,-1,-11,False,
692,11593,-1,-12,False,
693,11617,-1,-13,False,
694,11677,-1,-14,False,
695,11689,1,-13,False,
696,11701,1,-12,False,
697,11719,1,-11,False,
698,11731,1,-10,False,
699,11743,-1,-11,False,
700,11779,1,-10,False,
701,11821,1,-9,False,
702,11827,-1,-10,False,
703,11833,-1,-11,False,
704,11839,1,-10,False,
705,11863,-1,-11,False,
706,11887,-1,-12,False,
707,11923,-1,-13,False,
708,11941,1,-12,False,
709,11953,-1,-13,False,
710,11959,1,-12,False,
711,11971,1,-11,False,
712,12007,-1,-12,False,
713,12037,-1,-13,False,
714,12043,-1,-14,False,
715,12049,1,-13,False,
716,12073,-1,-14,False,
717,12097,-1,-15,False,
718,12109,1,-14,False,
719,12157,-1,-15,False,
720,12163,-1,-16,False,
721,12211,1,-15,False,
722,12241,1,-14,False,
723,12253,-1,-15,False,
724,12277,-1,-16,False,
725,12289,1,-15,False,
726,12301,1,-14,False,
727,12343,-1,-15,False,
728,12373,-1,-16,False,
729,12379,1,-15,False,
730,12391,1,-14,False,
731,12409,1,-13,False,
732,12421,1,-12,False,
733,12433,-1,-13,False,
734,12451,1,-12,False,
735,12457,-1,-13,False,
736,12487,-1,-14,False,
737,12511,1,-13,False,
738,12517,-1,-14,False,
739,12541,1,-13,False,
740,12547,-1,-14,False,
741,12553,-1,-15,False,
742,12577,-1,-16,False,
743,12583,-1,-17,False,
744,12589,1,-16,False,
745,12601,1,-15,False,
746,12613,-1,-16,False,
747,12619,1,-15,False,
748,12637,-1,-16,False,
749,12697,-1,-17,False,
750,12703,-1,-18,False,
751,12721,1,-17,False,
752,12739,1,-16,False,
753,12757,-1,-17,False,
754,12763,-1,-18,False,
755,12781,1,-17,False,
756,12799,1,-16,False,
757,12823,-1,-17,False,
758,12829,1,-16,False,
759,12841,1,-15,False,
760,12853,-1,-16,False,
761,12889,1,-15,False,
762,12907,-1,-16,False,
763,12919,1,-15,False,
764,12967,-1,-16,False,
765,12973,-1,-17,False,
766,12979,1,-16,False,
767,13003,-1,-17,False,
768,13009,1,-16,False,
769,13033,-1,-17,False,
770,13063,-1,-18,False,
771,13093,-1,-19,False,
772,13099,1,-18,False,
773,13147,-1,-19,False,
774,13159,1,-18,False,
775,13171,1,-17,False,
776,13177,-1,-18,False,
777,13183,-1,-19,False,
778,13219,1,-18,False,
779,13249,1,-17,False,
780,13267,-1,-18,False,
781,13291,1,-17,False,
782,13297,-1,-18,False,
783,13309,1,-17,False,
784,13327,-1,-18,False,
785,13339,1,-17,False,
786,13381,1,-16,False,
787,13399,1,-15,False,
788,13411,1,-14,False,
789,13417,-1,-15,False,
790,13441,1,-14,False,
791,13477,-1,-15,False,
792,13513,-1,-16,False,
793,13537,-1,-17,False,
794,13567,-1,-18,False,
795,13591,1,-17,False,
796,13597,-1,-18,False,
797,13627,-1,-19,False,
798,13633,-1,-20,False,
799,13669,1,-19,False,
800,13681,1,-18,False,
801,13687,-1,-19,False,
802,13693,-1,-20,False,
803,13711,1,-19,False,
804,13723,-1,-20,False,
805,13729,1,-19,False,
806,13759,1,-18,False,
807,13789,1,-17,False,
808,13807,-1,-18,False,
809,13831,1,-17,False,
810,13873,-1,-18,False,
811,13879,1,-17,False,
812,13903,-1,-18,False,
813,13921,1,-17,False,
814,13933,-1,-18,False,
815,13963,-1,-19,False,
816,13999,1,-18,False,
817,14011,1,-17,False,
818,14029,1,-16,False,
819,14071,1,-15,False,
820,14083,-1,-16,False,
821,14107,-1,-17,False,
822,14143,-1,-18,False,
823,14149,1,-17,False,
824,14173,-1,-18,False,
825,14197,-1,-19,False,
826,14221,1,-18,False,
827,14251,1,-17,False,
828,14281,1,-16,False,
829,14293,-1,-17,False,
830,14323,-1,-18,False,
831,14341,1,-17,False,
832,14347,-1,-18,False,
833,14389,1,-17,False,
834,14401,1,-16,False,
835,14407,-1,-17,False,
836,14419,1,-16,False,
837,14431,1,-15,False,
838,14437,-1,-16,False,
839,14449,1,-15,False,
840,14461,1,-14,False,
841,14479,1,-13,False,
842,14503,-1,-14,False,
843,14533,-1,-15,False,
844,14551,1,-14,False,
845,14557,-1,-15,False,
846,14563,-1,-16,False,
847,14593,-1,-17,False,
848,14629,1,-16,False,
849,14653,-1,-17,False,
850,14683,-1,-18,False,
851,14713,-1,-19,False,
852,14731,1,-18,False,
853,14737,-1,-19,False,
854,14767,-1,-20,False,
855,14779,1,-19,False,
856,14797,-1,-20,False,
857,14821,1,-19,False,
858,14827,-1,-20,False,
859,14851,1,-19,False,
860,14869,1,-18,False,
861,14887,-1,-19,False,
862,14923,-1,-20,False,
863,14929,1,-19,False,
864,14947,-1,-20,False,
865,14983,-1,-21,False,
866,15013,-1,-22,False,
867,15031,1,-21,False,
868,15061,1,-20,False,
869,15073,-1,-21,False,
870,15091,1,-20,False,
871,15121,1,-19,False,
872,15139,1,-18,False,
873,15187,-1,-19,False,
874,15193,-1,-20,False,
875,15199,1,-19,False,
876,15217,-1,-20,False,
877,15241,1,-19,False,
878,15259,1,-18,False,
879,15271,1,-17,False,
880,15277,-1,-18,False,
881,15289,1,-17,False,
882,15307,-1,-18,False,
883,15313,-1,-19,False,
884,15319,1,-18,False,
885,15331,1,-17,False,
886,15349,1,-16,False,
887,15361,1,-15,False,
888,15373,-1,-16,False,
889,15391,1,-15,False,
890,15427,-1,-16,False,
891,15439,1,-15,False,
892,15451,1,-14,False,
893,15493,-1,-15,False,
894,15511,1,-14,False,
895,15541,1,-13,False,
896,15559,1,-12,False,
897,15583,-1,-13,False,
898,15601,1,-12,False,
899,15607,-1,-13,False,
900,15619,1,-12,False,
901,15643,-1,-13,False,
902,15649,1,-12,False,
903,15661,1,-11,False,
904,15667,-1,-12,False,
905,15679,1,-11,False,
906,15727,-1,-12,False,
907,15733,-1,-13,False,
908,15739,1,-12,False,
909,15787,-1,-13,False,
910,15817,-1,-14,False,
911,15823,-1,-15,False,
912,15859,1,-14,False,
913,15877,-1,-15,False,
914,15889,1,-14,False,
915,15901,1,-13,False,
916,15907,-1,-14,False,
917,15913,-1,-15,False,
918,15919,1,-14,False,
919,15937,-1,-15,False,
920,15973,-1,-16,False,
921,15991,1,-15,False,
922,16033,-1,-16,False,
923,16057,-1,-17,False,
924,16063,-1,-18,False,
925,16069,1,-17,False,
926,16087,-1,-18,False,
927,16111,1,-17,False,
928,16141,1,-16,False,
929,16183,-1,-17,False,
930,16189,1,-16,False,
931,16231,1,-15,False,
932,16249,1,-14,False,
933,16267,-1,-15,False,
934,16273,-1,-16,False,
935,16333,-1,-17,False,
936,16339,1,-16,False,
937,16363,-1,-17,False,
938,16369,1,-16,False,
939,16381,1,-15,False,
940,16411,1,-14,False,
941,16417,-1,-15,False,
942,16447,-1,-16,False,
943,16453,-1,-17,False,
944,16477,-1,-18,False,
945,16519,1,-17,False,
946,16561,1,-16,False,
947,16567,-1,-17,False,
948,16573,-1,-18,False,
949,16603,-1,-19,False,
950,16633,-1,-20,False,
951,16651,1,-19,False,
952,16657,-1,-20,False,
953,16693,-1,-21,False,
954,16699,1,-20,False,
955,16729,1,-19,False,
956,16741,1,-18,False,
957,16747,-1,-19,False,
958,16759,1,-18,False,
959,16831,1,-17,False,
960,16843,-1,-18,False,
961,16879,1,-17,False,
962,16903,-1,-18,False,
963,16921,1,-17,False,
964,16927,-1,-18,False,
965,16963,-1,-19,False,
966,16981,1,-18,False,
967,16987,-1,-19,False,
968,16993,-1,-20,False,
969,17011,1,-19,False,
970,17029,1,-18,False,
971,17041,1,-17,False,
972,17047,-1,-18,False,
973,17053,-1,-19,False,
974,17077,-1,-20,False,
975,17107,-1,-21,False,
976,17137,-1,-22,False,
977,17167,-1,-23,False,
978,17191,1,-22,False,
979,17203,-1,-23,False,
980,17209,1,-22,False,
981,17239,1,-21,False,
982,17257,-1,-22,False,
983,17293,-1,-23,False,
984,17299,1,-22,False,
985,17317,-1,-23,False,
986,17341,1,-22,False,
987,17359,1,-21,False,
988,17377,-1,-22,False,
989,17383,-1,-23,False,
990,17389,1,-22,False,
991,17401,1,-21,False,
992,17419,1,-20,False,
993,17431,1,-19,False,
994,17443,-1,-20,False,
995,17449,1,-19,False,
996,17467,-1,-20,False,
997,17491,1,-19,False,
998,17497,-1,-20,False,
999,17509,1,-19,False,
1000,17539,1,-18,False,
1001,17551,1,-17,False,
1002,17569,1,-16,False,
1003,17581,1,-15,False,
1004,17599,1,-14,False,
1005,17623,-1,-15,False,
1006,17659,1,-14,False,
1007,17683,-1,-15,False,
1008,17707,-1,-16,False,
1009,17713,-1,-17,False,
1010,17737,-1,-18,False,
1011,17749,1,-17,False,
1012,17761,1,-16,False,
1013,17791,1,-15,False,
1014,17827,-1,-16,False,
1015,17839,1,-15,False,
1016,17851,1,-14,False,
1017,17863,-1,-15,False,
1018,17881,1,-14,False,
1019,17911,1,-13,False,
1020,17923,-1,-14,False,
1021,17929,1,-13,False,
1022,17959,1,-12,False,
1023,17971,1,-11,False,
1024,17977,-1,-12,False,
1025,17989,1,-11,False,
1026,18013,-1,-12,False,
1027,18043,-1,-13,False,
1028,18049,1,-12,False,
1029,18061,1,-11,False,
1030,18097,-1,-12,False,
1031,18121,1,-11,False,
1032,18127,-1,-12,False,
1033,18133,-1,-13,False,
1034,18169,1,-12,False,
1035,18181,1,-11,False,
