ordering,max_z_observed,max_z_null_95th,max_z_null_99p5th,empirical_p,absmax_z_observed,absmax_z_null_95th,absmax_z_null_99p5th,empirical_p_absmax
natural,-0.649947,2.720326,3.704710,0.999000,1.016656,2.720326,3.704710,0.921000
