n_shuffles,observed_stouffer_z_4mod,observed_stouffer_z_7mod,p_stouffer_4mod,p_stouffer_7mod,observed_signtest_4mod,observed_signtest_7mod,p_signtest_4mod,p_signtest_7mod
10000,1.486271,1.458179,0.190100,0.193500,4,6,0.197900,0.158300
