mu_-0.01,mu_-0.015,mu_-0.02,mu_-0.025,mu_-0.03
137,0,15,17,2
60,19,7,67,1
114,18,10,33,59
36,56,35,43,29
82,117,80,54,27
102,42,12,45,5
24,50,120,50,23
48,37,4,27,19
60,66,70,60,22
39,4,2,2,22
28,32,65,13,36
31,19,121,93,0
26,18,58,10,41
44,62,40,18,14
84,76,38,8,54
61,57,19,3,7
54,63,3,72,9
91,29,89,34,21
34,102,9,6,21
85,0,88,8,3
17,94,15,15,55
55,16,1,17,60
50,76,64,87,26
67,65,104,51,9
47,50,2,28,7
39,20,87,84,63
32,47,10,0,118
47,39,17,13,26
98,42,11,17,32
129,32,72,23,22
61,6,1,42,6
16,77,36,11,45
8,126,35,54,14
48,3,0,11,15
40,48,72,1,55
7,3,2,6,40
21,80,81,66,12
9,53,69,12,20
103,43,183,147,77
147,60,33,1,51
28,84,151,64,16
129,181,156,25,16
0,17,21,7,17
38,111,35,66,18
22,6,62,35,10
109,1,32,96,42
49,178,33,56,7
67,2,3,0,16
12,120,7,85,36
122,68,14,22,2
56,3,21,114,1
70,74,42,32,39
54,19,25,105,57
49,93,60,108,3
97,31,103,63,9
100,12,127,57,3
4,76,38,7,18
3,38,43,57,50
2,110,140,56,42
77,75,17,25,2
37,99,12,70,46
61,32,5,20,1
54,71,21,16,62
60,5,7,74,59
60,17,11,6,60
148,100,20,33,25
83,0,19,25,3
91,3,18,53,17
92,27,77,118,32
99,54,17,14,41
69,62,56,166,10
26,84,9,35,1
6,24,25,39,8
65,30,5,0,22
6,30,19,47,4
89,8,1,18,11
92,19,9,12,42
76,3,23,48,21
22,23,10,23,31
78,12,28,41,3
99,34,104,90,24
36,93,126,30,48
91,110,5,92,43
48,101,36,140,50
76,131,19,36,42
28,70,40,54,159
144,23,0,7,24
24,169,21,15,10
154,82,118,105,48
8,33,21,42,20
8,5,26,10,124
61,22,28,44,50
79,4,83,26,20
78,27,21,2,35
57,71,64,41,29
29,16,0,6,40
5,58,1,15,36
9,71,82,81,5
29,13,10,34,29
93,26,24,11,112
80,25,15,7,6
79,61,72,53,41
28,6,53,47,4
11,14,18,43,36
28,49,11,0,21
2,16,16,87,25
46,21,31,0,13
46,22,31,54,0
14,85,7,11,25
1,21,64,0,0
3,34,8,3,40
9,23,10,27,81
21,115,51,56,29
19,42,11,38,107
23,8,15,2,46
44,173,42,17,30
86,15,16,18,71
58,6,24,50,28
37,67,111,9,68
65,172,1,16,16
94,84,17,36,34
74,75,38,5,14
1,2,37,4,3
72,59,103,37,21
47,71,4,6,18
40,62,49,0,40
44,31,62,13,57
8,144,8,10,43
70,19,15,25,14
94,8,21,52,30
68,55,53,6,1
9,94,17,22,13
37,63,11,8,16
22,48,21,33,18
22,33,5,12,17
2,17,5,8,54
27,82,61,34,105
4,54,6,18,32
92,13,27,31,24
32,81,95,5,94
161,29,31,21,89
17,29,68,43,0
47,81,71,49,24
86,77,28,76,16
46,14,7,6,10
2,13,88,19,24
36,125,23,40,30
46,6,12,29,112
25,102,17,1,52
39,19,5,8,40
64,33,16,61,17
18,12,10,20,16
122,96,59,30,51
22,40,42,1,32
135,35,86,47,13
24,96,0,17,94
100,121,36,28,16
17,44,37,157,15
14,39,132,28,34
8,50,12,15,7
130,12,52,14,47
132,111,48,55,39
41,129,111,18,23
5,15,60,50,26
28,20,102,20,1
106,13,20,9,13
22,39,2,3,68
66,25,7,10,40
76,41,26,4,26
15,11,43,51,10
2,12,51,59,24
79,81,2,60,22
2,76,55,75,19
41,5,14,31,6
58,59,42,48,19
15,14,133,51,32
32,85,18,100,92
17,110,109,50,1
23,33,36,29,26
60,62,23,9,103
37,7,83,1,28
48,1,72,21,57
72,8,15,15,43
68,136,10,13,15
35,79,6,24,11
63,42,6,16,10
109,23,96,33,10
6,23,54,37,53
25,31,37,51,7
58,75,46,45,54
19,2,8,98,99
55,44,26,23,7
108,0,15,31,81
27,28,17,50,27
124,0,23,13,91
43,13,91,0,20
25,42,58,68,2
18,22,9,20,59
33,5,13,88,71
77,86,128,2,6
60,5,14,0,0
83,48,20,5,0
61,1,11,61,13
53,28,43,13,1
38,33,124,32,9
86,11,34,24,6
0,1,28,52,21
30,84,13,79,51
48,57,91,84,3
16,14,2,91,3
41,24,5,17,3
163,82,51,59,6
24,16,29,15,110
26,23,63,47,32
67,24,52,20,6
30,87,85,86,5
20,83,46,62,6
33,11,33,43,19
55,117,17,151,49
57,23,23,64,41
16,41,62,25,99
94,144,35,43,45
57,84,70,24,30
49,22,102,4,18
80,63,37,75,17
86,50,10,112,114
91,2,49,103,3
90,5,75,14,6
2,7,45,6,11
78,75,56,19,48
127,51,4,16,78
89,85,12,0,35
108,4,10,79,0
111,45,17,19,47
5,51,15,114,12
12,29,16,52,4
102,3,9,74,9
56,21,29,40,29
25,41,56,69,65
30,72,119,16,24
56,29,43,7,91
108,43,41,42,10
45,60,83,14,3
30,16,28,45,6
51,19,108,1,9
35,26,23,5,57
57,4,38,33,1
17,19,36,8,2
80,55,46,0,31
3,3,66,43,3
49,10,99,50,39
137,21,0,9,70
8,69,0,56,69
56,31,51,22,13
13,72,30,11,67
140,25,30,7,5
97,19,68,47,30
22,20,13,67,2
0,92,47,91,37
25,78,5,95,43
5,81,48,33,38
46,17,21,109,25
23,4,145,31,10
7,2,44,21,13
91,31,5,58,13
82,58,10,95,43
41,97,113,89,35
22,57,9,59,4
96,16,31,49,15
37,52,0,15,0
105,11,28,44,0
47,61,10,56,2
27,50,35,22,16
69,67,3,186,29
113,88,46,30,2
18,51,17,3,15
25,0,111,52,122
57,130,5,4,73
119,88,28,1,44
51,26,174,52,80
95,72,19,60,64
7,40,47,8,8
49,142,99,2,178
4,17,67,41,10
183,35,29,46,29
132,45,54,0,84
128,74,64,5,5
43,82,75,168,29
31,16,25,14,0
72,0,0,12,10
93,29,10,26,59
73,28,30,166,31
32,115,65,60,25
37,71,10,4,21
42,14,5,31,14
32,36,88,17,23
46,48,44,17,175
59,17,18,24,6
3,44,26,18,37
19,58,40,12,10
88,2,13,37,6
26,74,17,33,19
16,22,7,47,6
36,57,10,13,41
12,78,21,6,54
112,196,81,11,12
153,50,111,82,10
13,58,39,4,12
37,61,0,48,6
29,56,68,10,60
98,18,9,23,3
34,6,21,44,3
47,29,5,39,85
68,35,38,12,11
80,18,10,4,87
3,29,45,13,76
5,53,60,21,16
4,12,46,10,30
102,90,55,10,41
49,70,106,20,87
14,28,71,42,22
50,68,16,0,16
16,46,98,51,13
20,67,25,31,49
73,51,27,40,28
14,102,70,17,26
96,43,7,1,11
120,10,35,2,3
15,52,16,7,14
108,40,9,73,22
26,64,0,12,21
70,46,3,108,46
8,75,125,27,111
91,13,7,7,25
39,16,42,96,10
106,49,15,8,8
66,7,51,5,12
15,15,15,23,20
57,5,143,16,13
41,18,42,37,8
91,82,176,42,31
51,123,49,8,2
72,155,46,75,28
47,12,1,11,38
134,33,32,18,21
114,8,14,0,42
68,22,13,22,75
40,29,36,6,42
71,57,61,46,9
20,29,105,40,19
19,4,40,45,5
68,149,5,49,39
123,4,16,55,64
8,13,3,51,8
93,33,106,25,14
83,139,73,8,1
200,76,44,101,3
49,144,8,6,25
52,114,3,109,44
32,148,21,109,19
31,0,116,97,33
29,17,31,6,49
8,28,29,86,66
30,50,70,24,31
32,58,27,4,27
106,2,93,15,29
4,37,40,143,43
60,30,16,19,37
33,87,52,12,3
49,75,3,31,68
10,63,33,0,51
27,22,77,11,58
31,42,7,131,10
5,50,28,20,1
3,76,61,95,13
2,24,79,13,3
8,37,29,16,3
2,21,24,11,6
53,27,55,67,101
26,129,8,42,22
5,21,12,69,28
93,2,5,3,9
4,6,163,5,49
37,125,11,1,36
0,8,27,33,24
104,57,40,18,15
27,66,4,71,17
52,32,64,4,59
14,45,78,27,23
29,69,31,29,27
37,50,39,7,154
80,1,4,1,2
45,28,100,25,41
27,97,11,4,43
21,4,68,19,17
81,29,11,21,54
13,33,0,25,45
83,167,38,3,34
7,3,2,29,5
4,99,78,11,13
123,61,7,34,79
33,52,56,13,38
46,43,80,90,25
120,2,40,31,49
31,18,79,8,28
0,36,19,28,10
134,101,12,10,4
77,8,53,13,0
40,33,34,59,42
13,25,91,29,1
6,21,91,3,15
42,21,53,0,14
189,28,72,8,96
90,111,83,113,6
5,1,42,6,50
45,28,12,58,6
14,91,11,33,23
110,144,65,116,58
42,35,86,12,21
25,19,10,30,16
43,5,26,20,48
102,18,45,38,105
11,33,38,42,15
59,59,55,8,8
26,32,10,2,129
52,47,1,19,22
132,22,6,82,21
26,6,21,43,45
27,12,140,24,7
80,17,50,10,26
122,85,112,31,74
51,29,20,147,77
87,33,29,5,17
48,75,76,16,15
36,64,112,5,60
182,76,9,62,48
105,1,8,60,39
16,4,20,0,49
27,50,47,20,32
12,25,5,43,22
27,139,79,8,7
8,126,12,20,47
86,10,37,16,124
52,19,64,25,7
72,90,11,5,21
69,93,26,74,47
21,28,3,55,35
1,6,44,49,87
129,21,33,73,68
54,30,7,26,30
64,181,21,49,46
1,25,14,3,15
138,95,174,30,16
33,45,56,73,53
29,13,95,45,35
55,33,102,3,23
135,27,13,60,44
2,143,13,29,10
31,30,13,4,24
162,33,22,65,50
40,52,12,86,33
91,149,4,44,18
79,39,2,92,32
23,60,7,36,45
115,21,41,39,64
51,14,18,62,18
17,4,6,24,20
82,81,34,11,35
92,6,34,29,32
66,27,46,12,30
36,49,5,8,21
15,71,13,87,14
30,11,42,70,28
20,24,168,25,9
33,66,39,29,37
81,42,102,24,62
47,80,52,49,57
58,12,77,45,17
2,14,34,8,67
3,28,1,45,117
91,18,87,11,8
65,13,15,38,5
15,72,7,21,31
89,45,0,146,31
41,57,4,76,24
0,137,142,73,5
67,27,27,64,27
12,19,39,15,5
132,85,0,3,25
71,6,47,26,2
4,6,2,25,45
68,77,40,4,7
1,7,7,51,74
12,105,28,15,12
84,28,130,40,30
14,22,21,34,73
149,91,3,13,7
42,105,17,52,66
1,109,36,3,44
1,87,16,2,10
69,30,18,90,28
79,58,4,72,48
21,24,5,24,17
73,107,74,8,8
53,20,63,105,46
16,55,21,25,20
75,99,10,104,6
13,3,14,42,25
62,19,2,18,23
47,41,7,6,22
21,0,9,131,27
58,38,57,114,26
35,114,7,67,12
133,0,87,30,45
28,59,85,9,91
92,71,110,52,2
34,42,31,25,48
142,153,62,31,12
109,24,24,69,11
71,13,73,41,5
3,0,132,45,2
23,21,46,1,1
82,7,51,64,6
7,5,17,71,3
22,175,46,1,104
46,57,1,18,98
17,32,81,35,4
92,84,36,33,0
14,83,33,40,14
107,113,3,4,1
85,124,29,13,67
53,3,3,24,16
2,120,52,44,7
132,13,52,10,19
29,24,58,27,65
54,7,18,7,34
29,199,59,70,32
9,10,6,152,20
61,92,61,105,65
53,61,41,37,23
53,28,64,24,19
59,4,42,84,16
129,6,24,1,15
36,50,1,7,12
15,25,0,118,8
18,99,10,10,6
40,69,75,14,38
129,37,14,46,35
73,68,41,0,43
129,7,133,6,2
102,60,161,25,52
34,7,7,43,26
21,3,8,39,7
41,22,17,7,19
54,65,61,6,46
33,32,31,16,57
47,43,29,9,118
99,84,16,117,50
75,18,30,17,0
8,36,163,8,70
23,43,0,15,24
35,145,36,58,122
70,60,37,6,1
65,6,3,2,121
24,97,31,10,8
28,51,12,52,37
20,52,5,16,15
69,32,32,51,52
69,19,42,24,158
27,2,48,6,8
62,35,15,36,13
105,59,1,7,6
36,43,71,12,14
13,23,11,2,69
37,84,31,86,11
3,13,23,157,145
63,72,15,17,24
16,51,38,16,2
114,11,113,12,33
92,6,94,16,70
49,16,38,53,26
68,133,36,7,62
95,87,75,25,178
24,73,5,9,55
9,59,24,40,22
143,81,75,74,39
61,54,7,36,159
94,144,15,13,25
99,4,132,11,25
9,5,34,6,14
7,32,65,18,87
49,44,8,8,42
40,24,15,24,2
5,7,20,1,59
6,27,38,109,9
78,51,49,31,15
132,32,14,13,7
71,10,60,106,38
110,21,22,8,7
13,60,22,15,73
82,71,2,41,5
14,2,42,76,28
105,28,99,26,7
24,75,18,44,43
9,85,24,4,41
16,6,60,63,9
73,0,61,27,45
48,15,55,37,26
20,40,69,70,44
16,67,16,20,38
26,9,18,64,75
11,11,49,6,37
5,80,68,15,35
65,12,26,26,30
1,6,32,17,10
23,127,94,0,39
6,109,22,22,11
31,153,0,46,2
31,125,5,8,57
39,9,15,71,19
152,83,16,15,29
135,32,61,19,0
26,13,26,25,1
9,0,51,13,18
7,9,16,13,61
35,74,52,37,38
71,6,79,38,20
0,41,56,1,1
34,12,31,25,24
39,58,83,33,41
51,132,16,15,21
35,10,37,30,33
0,64,13,12,18
1,14,18,5,49
63,49,11,24,1
31,23,55,42,1
149,6,17,2,9
52,0,56,5,12
28,58,83,12,23
36,2,12,9,0
84,40,25,48,36
43,72,61,64,10
50,89,12,84,16
44,225,32,48,72
102,12,40,1,3
25,42,29,34,40
30,16,4,48,11
74,14,53,10,14
59,125,54,44,7
60,68,6,30,25
25,5,14,75,10
140,21,17,41,32
32,43,31,29,24
55,8,3,83,2
25,80,50,31,74
27,18,80,72,11
125,5,63,87,17
25,14,11,2,5
59,36,37,57,176
8,3,17,36,74
55,48,18,1,28
107,2,16,53,0
22,52,24,14,15
27,46,26,30,34
5,70,45,62,11
9,110,108,3,55
8,106,65,1,49
10,41,52,38,20
82,49,2,24,23
33,12,9,42,11
5,62,28,47,28
10,9,19,3,37
66,52,12,40,2
47,45,20,68,15
70,76,46,32,17
107,30,5,97,11
62,91,13,12,22
28,44,43,2,97
230,87,82,28,15
6,84,120,70,12
120,33,12,17,3
95,34,64,13,11
8,7,36,14,65
35,89,6,20,7
20,1,7,19,9
40,11,6,7,10
22,80,61,24,67
80,42,15,24,4
30,3,24,32,11
16,62,97,17,4
9,26,51,8,24
25,31,35,27,24
4,27,38,43,20
62,29,1,24,52
62,68,56,10,8
88,4,17,3,15
13,27,56,29,18
13,81,25,42,13
113,17,5,103,3
87,11,47,25,38
2,12,6,67,114
71,17,94,10,0
116,37,23,12,36
123,42,108,44,1
128,29,30,40,13
74,72,35,25,2
30,17,14,8,22
15,16,16,125,35
15,163,61,47,58
52,34,24,132,17
66,2,34,24,40
51,68,5,37,49
77,32,124,0,29
76,21,5,2,1
77,19,20,37,8
20,82,63,2,13
27,70,43,138,6
66,5,3,65,60
24,106,96,1,9
2,110,45,16,14
140,12,3,29,27
71,27,22,58,19
34,17,122,2,45
20,9,49,27,23
76,17,11,15,32
26,71,87,46,41
52,8,4,19,70
7,19,35,72,47
6,44,14,83,89
0,31,20,41,1
33,17,65,4,15
33,6,70,16,2
62,67,31,0,10
65,45,98,86,69
37,108,17,35,84
62,36,32,57,5
70,10,51,8,25
38,12,28,25,3
97,44,16,42,0
16,62,40,54,39
136,140,118,78,8
7,60,55,19,18
9,31,22,8,5
44,129,15,5,82
14,63,2,25,97
61,37,83,44,1
154,14,80,8,43
17,49,109,94,51
164,2,82,1,7
50,3,1,41,25
80,35,36,25,12
22,72,4,44,31
87,58,8,54,0
68,65,64,26,10
53,57,20,34,28
48,54,62,30,32
67,15,15,8,13
43,37,64,63,33
99,77,40,3,78
47,28,46,6,0
55,13,22,26,17
42,20,131,52,69
18,8,14,13,35
55,12,42,3,43
21,92,47,6,2
0,71,82,6,12
91,39,12,13,29
212,65,56,36,2
126,31,44,76,32
92,76,82,13,8
12,46,9,109,16
15,5,11,8,14
58,59,15,62,28
92,123,17,45,140
74,92,50,3,60
88,4,39,26,83
33,27,45,24,67
121,6,35,49,35
14,32,84,2,5
23,16,21,41,48
36,19,45,4,3
22,9,10,29,35
83,90,17,62,197
47,74,56,140,10
35,45,59,109,62
26,18,60,3,1
22,16,54,24,29
61,31,109,102,19
61,73,46,4,8
40,27,42,5,25
27,3,47,115,32
38,36,46,4,7
26,41,85,47,0
20,56,120,16,11
35,38,67,36,3
99,0,33,9,25
13,0,25,62,2
26,3,14,43,36
27,29,31,122,33
0,62,40,7,99
93,64,54,12,44
98,113,47,19,6
79,74,3,62,6
22,38,3,31,43
41,74,38,36,6
51,33,37,20,14
11,42,52,1,17
30,52,87,0,2
40,32,12,47,10
20,2,45,42,194
95,51,2,55,79
13,68,185,76,33
122,38,30,55,27
5,100,4,25,141
58,64,92,43,0
41,153,6,114,2
43,2,50,23,44
95,87,30,9,71
116,26,15,94,45
53,28,54,17,20
54,85,8,7,20
25,174,58,10,8
53,44,23,77,1
22,13,117,85,39
130,15,19,4,77
50,71,93,2,24
99,36,0,17,4
136,7,24,100,9
117,25,21,5,46
48,10,2,42,16
13,14,31,4,1
22,186,77,18,26
2,50,22,5,6
18,11,15,3,8
10,26,84,12,53
32,107,40,7,73
6,50,45,5,12
83,17,20,32,31
33,55,40,20,11
36,40,35,73,16
4,24,98,10,9
53,35,12,27,25
48,22,58,46,137
83,38,91,30,35
55,28,35,47,69
22,56,22,76,13
36,5,28,0,54
35,45,116,8,0
44,39,91,130,8
20,128,14,78,78
70,5,25,45,3
7,38,34,5,72
49,81,42,17,45
0,60,19,29,10
40,0,28,61,9
8,96,38,45,19
33,17,35,26,34
36,38,39,2,5
66,139,25,30,6
55,117,39,51,115
77,56,3,24,31
91,22,21,11,3
62,4,27,2,12
89,50,55,1,66
64,22,20,67,133
3,18,27,95,0
53,50,38,67,35
1,134,13,13,33
127,29,61,31,7
10,11,0,7,18
61,132,5,47,15
3,10,127,0,8
56,78,13,4,65
98,89,13,63,104
34,8,67,60,24
151,4,86,53,93
55,14,81,20,9
12,54,10,17,3
4,16,40,16,51
63,13,20,93,13
41,11,44,3,131
69,43,6,57,11
31,25,11,13,58
12,85,15,10,4
48,119,106,75,1
79,23,29,26,66
48,113,185,14,7
27,37,13,39,37
60,75,38,76,82
76,56,66,10,6
23,86,34,29,12
72,108,21,44,54
10,58,43,19,2
54,208,59,157,2
13,181,45,75,38
30,101,20,4,9
13,86,29,18,60
6,7,11,78,52
78,43,70,54,8
44,33,110,14,30
33,16,14,41,0
37,32,78,53,15
13,44,7,12,36
14,19,35,37,42
65,73,8,61,33
104,59,62,91,135
33,96,2,60,84
34,90,11,65,12
48,22,42,16,19
88,13,29,0,6
83,56,12,46,26
50,71,13,28,53
33,33,45,3,39
24,43,3,13,11
5,90,32,94,16
13,19,77,65,60
81,50,9,1,9
105,65,57,101,15
61,19,99,11,1
46,70,11,2,34
65,101,5,57,27
30,37,14,110,17
53,29,10,33,118
31,31,34,20,45
148,36,12,116,2
90,45,50,24,19
49,37,27,6,37
52,77,9,25,1
23,64,143,37,8
14,85,54,18,3
16,170,89,47,79
56,8,32,38,6
1,84,90,30,14
5,62,38,20,17
54,108,49,1,15
26,34,25,4,23
36,18,8,37,32
35,7,7,6,17
60,11,43,43,8
55,97,2,44,56
57,11,2,31,51
40,2,47,19,6
2,6,50,12,1
136,37,1,9,13
70,2,28,39,73
100,49,80,79,55
29,12,3,2,26
32,0,77,1,7
25,6,1,76,6
76,37,19,0,5
42,50,5,4,55
48,9,61,56,5
80,102,48,126,2
47,34,12,149,22
40,75,63,36,0
23,20,44,5,2
46,108,76,53,59
18,5,8,35,40
13,38,62,0,11
60,45,8,6,72
62,5,34,56,37
61,13,60,9,0
71,40,2,5,10
24,41,5,11,23
76,19,204,29,38
62,42,28,6,13
8,43,29,8,12
14,2,25,2,42
8,10,25,8,21
169,58,127,13,37
117,1,46,16,30
48,110,10,4,1
16,64,98,25,8
3,11,37,32,28
2,49,38,39,22
58,9,17,20,26
106,67,8,4,64
133,24,27,9,45
12,33,4,32,168
38,10,33,18,53
164,43,11,70,3
44,8,143,83,67
89,11,8,2,78
14,23,105,14,21
45,39,21,30,31
41,41,35,23,60
124,6,49,63,10
26,86,36,23,6
8,57,44,22,14
24,50,52,11,40
28,82,93,26,13
58,76,31,9,37
148,16,41,79,1
2,25,11,1,80
100,51,23,249,22
3,22,92,28,21
39,105,3,89,2
9,100,181,5,4
117,81,3,76,9
114,52,29,18,22
142,46,88,11,42
91,21,9,25,27
78,40,9,63,38
145,45,15,42,36
136,14,68,44,2
41,39,57,12,85
98,6,0,103,23
13,2,130,81,13
38,79,34,14,14
94,3,5,11,48
49,42,16,1,18
62,27,3,11,34
43,71,4,80,33
51,46,17,8,57
5,74,20,74,17
24,79,49,5,13
13,54,53,74,29
12,2,166,15,126
128,35,7,28,22
39,12,1,59,59
23,55,36,21,9
7,130,30,68,48
5,10,30,50,10
70,44,95,71,35
22,80,18,28,83
136,22,40,34,46
22,16,21,43,2
4,6,67,43,9
70,2,35,2,95
43,18,17,2,4
112,47,59,2,41
76,62,5,28,8
6,3,57,0,2
131,59,20,44,52
64,11,24,77,17
191,20,92,6,14
2,45,17,10,21
37,25,96,77,85
20,63,51,52,4
3,41,24,4,11
23,14,148,52,44
29,19,69,22,26
95,43,10,11,0
16,32,63,3,13
24,39,14,35,53
29,8,35,0,4
49,165,41,112,44
26,35,64,47,33
117,27,50,24,0
8,85,8,28,40
43,82,28,73,1
44,49,25,6,40
19,15,1,94,8
112,30,2,4,38
34,55,93,18,42
139,48,26,60,8
10,4,13,6,13
1,82,27,23,8
177,38,69,12,15
25,39,3,9,56
30,4,1,33,27
70,12,0,24,3
18,33,27,13,52
22,7,39,53,14
104,50,10,4,28
21,17,14,50,26
107,115,109,4,45
70,46,22,29,7
95,11,47,7,33
5,28,127,56,0
88,34,111,45,9
43,27,9,1,1
43,18,28,24,20
3,6,68,26,114
42,5,49,102,76
86,14,30,5,13
1,53,6,19,9
20,121,8,93,47
79,97,41,79,39
23,93,56,42,6
61,117,60,17,26
73,8,3,27,7
85,1,73,51,2
40,5,9,50,11
91,102,33,25,2
133,154,51,3,27
8,57,92,38,17
4,9,50,68,6
73,66,19,55,39
7,16,54,10,5
29,127,112,84,0
55,52,2,30,21
2,67,59,57,17
63,12,42,18,26
14,181,71,41,5
48,36,37,26,14
40,41,95,26,27
5,83,93,11,37
19,6,16,144,137
73,0,18,0,101
2,87,51,9,35
44,27,9,0,16
157,171,22,7,23
64,6,14,68,38
149,29,0,5,29
8,1,60,68,52
7,35,46,32,57
121,23,0,28,28
76,20,46,25,33
4,46,133,10,45
51,3,186,7,18
72,11,52,2,7
49,101,44,10,20
76,16,50,34,9
22,40,4,54,68
32,58,209,51,15
12,37,58,8,48
3,50,88,47,10
8,52,33,127,35
1,104,97,125,30
4,49,78,13,29
28,10,26,17,1
3,86,30,20,3
45,9,3,31,15
82,166,5,9,20
8,119,107,15,66
27,44,10,22,13
40,38,45,9,86
28,40,47,64,76
29,164,54,13,68
124,70,8,23,104
68,17,23,26,174
63,44,24,12,41
66,103,105,70,81
25,4,75,77,2
29,83,55,6,18
28,7,35,24,4
107,82,7,42,2
25,14,20,2,30
73,59,28,83,15
24,125,25,59,115
113,69,57,8,26
16,117,92,34,81
65,16,102,62,12
85,130,1,12,37
13,105,22,50,61
40,16,54,90,8
41,70,46,29,35
13,2,6,78,13
18,23,19,15,37
10,17,22,26,47
60,78,24,56,46
49,12,30,11,16
24,84,52,0,36
18,85,6,25,50
23,10,59,79,18
14,50,27,43,23
70,76,18,7,24
29,16,78,9,5
109,43,97,85,2
28,85,35,50,19
12,76,90,38,26
9,43,36,56,28
100,63,11,13,19
54,38,168,90,49
8,19,50,1,6
117,19,3,6,8
1,108,24,16,4
112,5,16,17,83
40,104,27,16,8
22,36,18,125,14
35,11,41,14,0
104,2,71,32,6
11,29,80,21,63
7,46,47,3,6
2,79,35,10,3
3,9,14,16,43
24,24,58,42,52
23,35,76,9,35
12,40,4,22,51
107,42,46,31,57
41,67,6,37,13
159,97,35,25,19
18,21,0,0,71
13,0,41,122,30
68,20,62,12,21
50,31,3,36,21
20,54,92,31,23
69,66,29,30,41
12,7,19,19,17
43,42,34,64,17
90,69,7,47,121
55,37,72,51,5
18,9,5,20,5
21,28,82,38,10
43,61,61,26,8
18,89,2,11,42
101,5,15,27,35
18,3,74,26,37
112,59,15,50,10
100,32,21,1,20
104,32,26,12,34
74,14,113,78,22
22,3,49,56,26
60,28,64,34,32
5,4,34,26,11
3,15,35,27,63
80,18,51,34,16
73,73,17,18,13
13,79,72,16,15
22,10,9,36,11
10,44,23,8,64
0,170,5,20,17
108,46,40,5,50
19,20,14,11,101
14,0,123,69,15
24,9,15,18,70
50,0,41,21,20
53,185,15,112,50
59,120,44,13,13
31,108,16,21,3
45,72,143,83,30
82,4,48,41,70
16,45,22,3,35
34,94,4,49,14
1,21,1,49,21
168,21,15,58,122
3,11,13,58,34
77,50,25,53,64
60,73,6,23,47
20,10,4,115,49
132,33,11,96,119
21,13,3,15,72
63,8,111,41,5
13,13,19,65,157
66,33,56,43,19
90,66,21,43,35
102,107,58,130,90
5,6,50,2,51
40,18,57,66,1
6,19,2,5,119
20,1,30,22,0
21,44,29,0,24
108,104,63,17,63
43,30,35,73,11
14,54,50,4,3
13,98,23,89,1
113,25,32,9,30
75,11,11,10,33
3,93,9,34,171
12,47,2,0,40
7,0,5,45,9
78,22,85,1,15
157,31,24,21,71
61,59,47,13,113
49,4,1,109,0
3,63,13,12,73
37,27,18,30,6
49,47,72,41,0
50,45,51,2,39
34,56,12,2,13
30,103,23,129,52
120,44,42,12,4
33,34,14,26,13
44,37,50,12,30
78,61,5,48,9
34,58,100,15,27
86,40,24,21,0
65,17,30,14,12
32,27,79,58,96
78,9,30,3,45
27,29,40,48,100
56,9,22,26,54
23,28,44,14,45
89,43,20,6,32
20,65,52,74,12
37,1,4,104,40
20,79,50,9,70
47,31,22,2,37
123,31,14,9,109
52,30,10,0,13
3,5,17,34,69
57,28,24,27,5
22,166,97,16,80
15,39,5,37,46
37,97,13,97,85
86,94,126,32,13
6,67,58,11,29
53,55,35,21,34
98,31,10,130,39
8,71,9,6,39
57,67,35,14,50
21,57,30,80,64
24,37,8,13,69
21,11,187,59,51
84,33,27,48,23
46,20,7,6,6
14,8,16,142,12
29,93,18,16,19
76,80,100,5,112
49,32,65,6,39
5,42,36,16,17
65,26,73,95,11
47,47,64,68,9
48,98,62,50,95
130,48,64,68,5
2,29,16,14,1
10,7,44,39,2
87,79,77,22,0
23,48,34,187,55
90,57,15,33,12
94,32,34,67,4
52,65,38,142,14
1,26,93,18,1
97,58,44,29,51
75,77,19,33,23
29,14,51,2,14
20,31,11,1,12
61,189,15,13,8
85,142,7,14,88
3,39,27,22,53
40,35,18,97,15
67,75,10,104,123
32,11,83,50,56
57,5,36,43,46
80,17,15,98,44
146,40,39,2,19
53,55,48,128,29
87,101,119,37,10
53,26,106,3,6
114,102,20,25,12
32,1,50,17,13
94,182,19,108,30
8,8,8,17,53
50,12,7,29,38
91,46,9,6,144
44,52,52,88,6
110,7,22,15,27
20,20,73,15,19
21,32,77,144,31
34,118,11,56,58
12,3,14,7,6
2,2,87,104,47
138,75,42,27,7
32,66,80,10,50
9,39,31,83,44
43,50,26,126,27
144,54,83,12,17
88,16,35,4,30
18,51,14,25,89
81,6,57,6,28
21,73,25,6,21
57,20,7,25,32
49,15,15,89,81
119,8,99,41,8
128,2,35,27,1
8,58,47,23,75
134,91,2,36,51
124,45,45,17,5
3,34,58,21,8
1,56,35,7,22
100,118,24,0,3
18,20,14,6,88
84,6,45,22,30
82,42,3,121,6
98,136,50,90,29
8,104,42,7,46
29,27,1,13,17
77,84,10,8,10
6,141,63,13,0
64,35,16,90,18
5,14,23,7,80
96,63,56,7,74
69,86,20,30,73
155,13,26,19,16
6,1,123,25,17
101,10,89,51,81
37,26,25,7,93
26,104,8,7,26
22,22,51,5,2
27,38,77,40,17
7,39,94,33,10
52,159,151,10,70
36,62,4,37,25
7,7,62,9,7
14,49,88,20,22
80,26,24,17,28
50,34,23,8,12
70,1,47,6,32
33,3,89,30,101
20,45,29,11,15
77,39,30,6,88
25,123,152,74,29
2,29,3,25,61
34,28,4,23,33
98,46,36,54,26
